description,category_a,category_a_target
218無法登入,SAP-168(QCI),4
需要申請SAP Access 31 請協助處理  Ext:18231,SAP-168(QCI),4
user要安裝sap,SAP-168(QCI),4
無法登入,SAP-168(QCI),4
new sap 218 一直無法登入，會提示帳號密碼錯誤，但昨天之前都還能用。,SAP-168(QCI),4
帳號無上傳權限,SAP-168(QCI),4
"已經申請借PRO/E License  並完成簽核 ,但實際上機台是無法借到License ,正常系統可以借14天 , 但機台顯示只能借5天 .",R&D資訊系統,3
LCBU 申請試用帳號,R&D資訊系統,3
無法登入PLM。,R&D資訊系統,3
"因為填錯收料地點,導致無法收料,但PO已經產生,  請問是否有辦法將PO作廢?",BPM平台系統,0
"發票費用作業時,網頁出現錯誤,只選取了第一個項目,請協助取消發票重新作業!  發票號碼如下:  ZC90837742  ZC90837743",BPM平台系統,0
"選擇 QCI 收料時,會出現""請會同倉庫人員於收料碼頭做收料"", 而無法進行收料作業,  但我採購的物品為測試報告,並非是物品.",BPM平台系統,0
"發票作業時,填完所有資訊之後,按儲存時會出現""請款稅額需等於發票金額加總*PO稅額,  我確認過後發現我輸入的應該是正確的. 相關資訊如下:    PO編號          PO項次   GR單號        GR編號 品名          採購總額(未稅) 採購總量 採購稅額 幣別      數量           驗收金額(未稅) 驗收單號   1900111212 00010   6000066130 00010 New Report 70000.00            1.00      3,500.00 TWD  1.000000  70000.000000  APP0600806",BPM平台系統,0
"在BPM系統發票作業(費用或分期付款),  出現了”發票稅額需等於本次請款稅額”,  但我核對了一下發現我輸入的稅額並沒有錯誤!    PO單號:1900076847",BPM平台系統,0
"我是BU9 工號96062501的李偉嘉,但系統會自動將我登入成BU12 楊怡娟....",BPM平台系統,0
系統使用異常，會報error,BPM平台系統,0
BPM系統錯誤,BPM平台系統,0
"在BPM點選 PO結案 會出現錯誤畫面,",BPM平台系統,0
"PO單號：1900074851, 發票作業無法儲存",BPM平台系統,0
APP0505159與APP0505172單號異常  分機: 12387,BPM平台系統,0
"KEY單完成,傳送出去時,出現錯誤訊息:500, 煩請確認處理.",BPM平台系統,0
"MRO 無法簽核, 1600022422  #15743",BPM平台系統,0
主管已簽核，但是簽核時間沒顯示出來，且最後資訊(pinfo?)也無產生,BPM平台系統,0
PO單的部分無法簽核,BPM平台系統,0
分機:17986,BPM平台系統,0
"PO 1900088924, 申請展延後就消失了。",BPM平台系統,0
MRO畫面進不去    #385-31123,BPM平台系統,0
同事徐珮雯#91121608請假8/15~8/25，未設代理人簽核，請幫忙設代理人---楊惠菀#96080612，謝謝。,BPM平台系統,0
"Pro-E申請後,無法安裝   #16118",GOC,2
PLM系統可以登入，但無法使用(例如:申請)。  EXT:17851,GOC,2
pro/e 無法使用 (連接不到伺服器),GOC,2
#16960  工作機資產轉移(更換至新部門)，是否需要重新申請ProE序號?,GOC,2
已經搶了三個小時的ProE License，目前仍無法使用。想詢求解決的方法。分機：16960,GOC,2
#16960  ProE License 昨天下午到今天早上皆為0，無法使用。,GOC,2
分機：13368。搶了一個早上的License，想詢問是否有其它解決方法。,GOC,2
Pro/E 無法連上  分機: 13368,GOC,2
"ProE打不開,顯示unknown license error #18257",GOC,2
一直無法取得license來使用  分機:18257,GOC,2
"Client無法取得授權,分機11249",GOC,2
#12489,GOC,2
等了3個小時還是沒有權限，請問何時可以讓我們正常運作軟體，我這邊有緊急的事情需要使用,GOC,2
Creo2早上等到現在都沒序號可以使用，請問是否應該增加套數避免讓使用者等待呢?,GOC,2
"已申請過資訊需求單,  Pro/E 無法使用license",GOC,2
"Project/E於電腦重灌後,沒有License.  #13625",GOC,2
無法進入windchill cabinets 去抓標準零件,GOC,2
想詢問如何使用ProE Viewer程式瀏覽。分機：16027,GOC,2
#15030  Pro/E打不開,GOC,2
"在CAMP簽核材料鑑審單後, 卡在 ""系統執行"" 無法進入到下一關, 工廠需要進料, 卡在這些單子無法結單  單號  1700015882   APP0000289258  1700016031   APP0000293274  1700015877   APP0000289235  1700015875   APP0000290033  此外  手機的CAMP最近一打開就黑屏當機, 已經重新下載還是一樣",CAMP,1
CAMP APP中的BPM表單無法簽核，出現錯誤! 人在美國，請用OCS連繫，謝謝。,CAMP,1
內部行文申請單填寫送出後，一直轉沒有送出成功。,CAMP,1
"您好, 本人Android手機安裝了CAMP, 預設了 Outlook 行事曆, 請問如何設定""不要""提醒通知呢? 可否告知. Thanks.",CAMP,1
"本人已將手機上 CAMP 公告欄""關閉發文追蹤"", 不知為何今天早上一直不斷顯示""熱情活力向前走(回文)""!!! 至少有 30~40 個垃圾訊息...  請問該如何""關閉 Disable"" 這類公告訊息呢? 麻煩告知. Thanks.",CAMP,1
CAMP 問題單簽核過，卻卡住，時間秀1900年。,CAMP,1
"簽內部行文時無法使用開機密碼登入必須使用公司內部的AD帳號與密碼登入CAMP系統, 但不知什麼是AD 密碼",CAMP,1
雲端會議系統無法正常登入使用,CAMP,1
QCALL於重慶無法登入。#21333,CAMP,1
"使用Q-call發生異常, 撥不出去",CAMP,1
"無法進入camp系統  會出現 ""這項作業因電腦上作用中的限制而取消,請聯絡你的系統管理員"" 訊息  PS:人在QSMC出差 請儘快幫忙解決  THX",CAMP,1
CAMP APP無法登入~留職停薪已回來三週  #18020,CAMP,1
QCO上無法使用CAMP平台,CAMP,1
用iphone掃描http://myquanta首頁那個QR code沒有出現任何網址。,CAMP,1
CAMP  PBA系統 無法選擇 上方下拉選單  customer & group 選項,CAMP,1
在iphone上面裝camp後無法啟動 #13601,CAMP,1
安裝CAMP   無法執行  IOS版本9.1,CAMP,1
cannot use printer to print data,SAP-168(QCI),4
不能連SAP...常斷線,SAP-168(QCI),4
IP phone 連不上  麥克風講話沒聲音,SAP-168(QCI),4
User 168帳號93092201被鎖，請與使用者聯絡,SAP-168(QCI),4
background job no cost have no sucessful ...pls check!,SAP-168(QCI),4
"User進168跑268 BOM,設定執行Background Job 出現異常, 煩請協助處理.",SAP-168(QCI),4
無法key盤點票,SAP-168(QCI),4
登入sap後，說密碼不對,SAP-168(QCI),4
使用SAP DOA轉銷退,SAP-168(QCI),4
無法log in sap system,SAP-168(QCI),4
SAP無法連至印表機列印，本機使用印表機沒問題!!!,SAP-168(QCI),4
No SAP system,SAP-168(QCI),4
諮詢Share Point使用操作以及申請問題,R&D資訊系統,3
進入網頁後顯示CA過期 #15990,R&D資訊系統,3
嘗試編輯位於文件庫中的 excel 文件時，發生「「編輯文件」需要與 Windows SharePoint Services 相容的應用程式」錯誤,R&D資訊系統,3
"http://myquanta/department/A7/DocLib/Forms/AllItems.aspx?RootFolder=/department/A7/DocLib/MRO(T_R Material)&FolderCTID=0x01200050E98750F85E754E9FF9F2FFB7BBBEBB    在上列網址,無法修改或下載檔案  開啟檔名 MRO-JAN 20100104 的檔案會一直顯示唯讀 無法編輯",R&D資訊系統,3
myquanta search ERROR 搜尋要求無法連線到 Search Service。,R&D資訊系統,3
www.quantacn.com 發現錯誤。#382-73127,R&D資訊系統,3
連線mybpm出現無法顯示網頁,R&D資訊系統,3
智權組在myquanta資訊共用資料夾又不見了。  EXT:13484,R&D資訊系統,3
"16316 , 從MyQuanta進入IntraSystem點選BPM ICON沒有反應 其他的都OK,",R&D資訊系統,3
myquanta 的內部系統無法開啟bpm或放行單,R&D資訊系統,3
SharePoint，excel無法匯入,R&D資訊系統,3
Proe在Myquanta上的word檔無法進行預覽 #12268,R&D資訊系統,3
無法進myquanta,R&D資訊系統,3
系統無法使用,R&D資訊系統,3
TDM系統無法使用,R&D資訊系統,3
Ctrix沒有顯示在myquanta中,GOC,2
安裝完project2007後一直被要求重新設定#11765,GOC,2
myquanta無法連線,GOC,2
Need to upgrade project 2003 to 2007. But online updtae/ access can not work. Please help!,GOC,2
透過 sslvpn連回公司後，使用ctrix上sap會出現 Session can not flond in ICA File   .   請聯絡218829,GOC,2
user 有兩台電腦 無法同時正常使用 ext 15579,網管,7
驗證失敗,網管,7
"上網及Outlook不斷出驗證訊息, 聯絡電話 382-19516",網管,7
"上網及Outlook不斷出驗證訊息, 聯絡電話 382-19516或MVPN# 627585",網管,7
使用有線/無線網路均無法正常登入公司網域.,網管,7
無法連上公司網站。,網管,7
換新電腦後網路無法連線,網管,7
使用者反應從大陸出差回來電腦無法正常登入公司網頁與部分外部網站，請協助處理,網管,7
有線網路常斷線,網管,7
換座位  網路不通,網管,7
ftp 無法使用,網管,7
user本機電腦密碼與login網域密碼不同(人在大陸),網管,7
"內部Intra 系統皆無法連線,但可以正常收信.",網管,7
有線網路一直驗證，無法使用網路。,網管,7
"使用者反應網路無法連線,請協助處理。(Ext.13810)",網管,7
"以下網址查詢時為空白 ""  http://61.152.217.216%5Cbncx%5C/ "".但在家連可以.",網管,7
南棟5樓 c334,網管,7
"網路不通, 網孔編號: PI 11 B179  #15994",網管,7
有線網路不通，無線可以使用，分機15994,網管,7
outlook 無法發出郵件   會一直停在outbox    但可以正常收信,網管,7
使用者反映無法寄信給客戶，顯示客戶mail在阻擋名單中,網管,7
outlook無法打開,網管,7
Outlook想設定索引  #15987,網管,7
信箱常會容易爆掉，似乎是伺服器上有資料夾佔住空間,網管,7
無法開啟HR_薪資信,網管,7
"電腦硬碟備份後,出現憑證無法使用的訊息",網管,7
"QCO雲端的outlook,在信件搜尋上有問題,需要MIS協助回答.  #13810",網管,7
詢問如何在MAC電腦 設定outlook,網管,7
outlook一直跳出驗證訊息。,網管,7
Outlook無法搜尋收件夾,網管,7
信箱常常爆掉,網管,7
分機: 17995  mail server 異常,網管,7
Miffy.Tang@quantacn.com 此MAIL不再通訊錄裡面，因此她老板無法將他加入此mail loop 中 TopBomPDL@quantatw.com  分機：385-12879,網管,7
mail總是要半小時以上才收得進,網管,7
請幫忙建立新的 Class SubClass,R&D資訊系統,3
Daisy Yu (于溪臣) SIT-QSMC测试三部测试二课  device Import Excel 發生錯誤  請協助,R&D資訊系統,3
"第一次匯入資料 6百多筆, 因為一筆一筆上傳圖片需要大量人力 加上 系統緩慢!  希望可以請mis幫忙上傳  或是有批次上傳功能",R&D資訊系統,3
他們2個 如果開 下面畫面 就要2.5分鐘左右    leo lin  http://qcicore01/QDSM/Program/QDSM_Device_Maintain.aspx?SERNUM=710&DEVTYP=51&ATPATH=AUCD00.JPG&Dept=SIT3    Daisy Yu  http://qcicore01/QDSM/Program/QDSM_Device_Maintain.aspx?SERNUM=17525&DEVTYP=51&ATPATH=&Dept=QSMC-NB3-RD2,R&D資訊系統,3
新申請電腦給調任回台的處長，人事異動申請流程已簽核完成兩天，但填電腦申請單時所顯示成本單位代碼不是正確的,BPM平台系統,0
1600010210無法結單,BPM平台系統,0
"3/11申請的訪客無線網路(單號1500003362)在3/12訪客可以登入, 但今日3/19已無法登入, 請幫忙澄清是否需要再次申請! 感謝",BPM平台系統,0
TEST,BPM平台系統,0
dasd,BPM平台系統,0
無法簽核資訊需求單,BPM平台系統,0
資訊需求單送簽到Andy Fan(范礼双) 之後，找不到签核的地方 ，所以签不了  單號:APP0129048,BPM平台系統,0
需求內容:無線網路申請，由會議室申請單加入時出現錯誤。,BPM平台系統,0
在資訊需求申請單裡面選擇i2後按下新增時跳出帳號權限錯誤  分機:387-13038,BPM平台系統,0
資訓需求單1500003880 要cancel，不能cancel，簽核流程也不能看。  傳回的錯誤訊息:從伺服器傳回的狀態碼為500。  ext:17742,BPM平台系統,0
"申請將QCO遠端Outlook轉換成本地電腦存取, 另外NB電池故障需要檢修,",BPM平台系統,0
為客戶申請無線網路申請單，單不能 由訪客申請單導入,BPM平台系統,0
密碼已過期，煩請聯絡 Karen Chou #16346,BPM平台系統,0
用自己的帳號登入電腦但是進入BPM後變成別人的帳號(01050140),BPM平台系統,0
BPM 無法登入,BPM平台系統,0
QITS系統 NB3RD1 HK8 HK9 在create issue時 無法選擇Found Stage  已經有於subitem做過neo的設定了 謝謝,R&D資訊系統,3
請問如何在Nb3rd1 Issue Report格式增加Comment欄位 如Nb3rd2   謝謝,R&D資訊系統,3
Platform can''t be created. It will pop error mesaage.,R&D資訊系統,3
NB3RD1 BZ1 project  T-0024616  該issue無法被Open 可否幫忙查看原因 感謝,R&D資訊系統,3
Issue ID FF6F-0001 and FF6F-0002 沒有Issue Owner欄位可以assign  麻煩幫忙看一下原因 感謝,R&D資訊系統,3
1. 新增NB3RD1 客戶別：VIZIO ，Platform：AMD Hondo  2.Stage維護問題,R&D資訊系統,3
"home頁面無法顯示(show黃色error頁面), 無法create issue  設定project: 0Q7 有此問題  其他案子沒有問題",R&D資訊系統,3
"QITS(NB4) ZHN 的 Notice mail 系統一次會發出 3 封信, RD 那邊也一樣一次收到三封.  請幫忙查看. 謝謝.  User: 92052901 (Kuen Liu (劉堃洛))  發生時間：  11/28 21:14, 11/29 8:39",R&D資訊系統,3
您好  今天我們在QITS (NB4)建立一個叫做QWizard的project，並且開了一條issue做測試，但是卻無法在Search頁面使用Project Name、Issue No或KeyWord找到issue。另外我們建立一個叫做QWizard的HomePage設定檔，一樣也找不到。請您協助，謝謝。,R&D資訊系統,3
使用者舊工號：10007015 反應需要將舊工號刪除，請協助處理,R&D資訊系統,3
系統無法登入,R&D資訊系統,3
資料操作修正  分機：15160,R&D資訊系統,3
"http://citrixgw/Core/Menu.aspx?Menuset=GITS   QITS 系統,Project mantain.   在Issue Submit CC的部份, 找不到人員.",R&D資訊系統,3
"BY2E目前在QITS裡出現了兩個  其中838的是跟QSIT上一樣的編號  想要請你幫忙：  1,) 將1003那個BY2E的刪掉  2,) 如果可以的話是否可以幫忙把838裡的ISSUE清空",R&D資訊系統,3
Issue export的功能問題,R&D資訊系統,3
"QITS 無法顯示員工姓名及員工部門, 也無法正常使用.",R&D資訊系統,3
"系統顯示 Can''t find department information ,且QITS上所有issue都不能看到.",R&D資訊系統,3
"雖我是project leader.但確無法對issue做assign/reassign的動作.請幫忙再看一次狀況,謝謝",R&D資訊系統,3
登入系統後，操作異常無法使用，請協助處理,R&D資訊系統,3
"BPM 畫面出來很慢, 且左手邊的選項一直無法正常顯示, 無法key 訪客申請單",BPM平台系統,0
想把權限轉給同事，不知道該如何轉移,BPM平台系統,0
無法填單，15230,BPM平台系統,0
"無法申請,今日9點有訪客",BPM平台系統,0
使用者反應，系統無法正常操作，請協助處理,BPM平台系統,0
南棟北棟2F所有的門禁系統發生錯誤訊息請協助處理  EXT:10555,BPM平台系統,0
"無法送出申請單,顯示申請單已存在",BPM平台系統,0
門禁區域找不到QCI0A000進出口課選項,BPM平台系統,0
無法進行簽核　#13986,BPM平台系統,0
使用者申請單號為:APP0011830有相關問題詢問  #12812,BPM平台系統,0
簽核時出現異常  請協助,BPM平台系統,0
出現bpm portal error錯誤,BPM平台系統,0
接待反應目前無法制卡。,BPM平台系統,0
連線不穩定,BPM平台系統,0
訪客申請單想把時間往後改,BPM平台系統,0
網路不斷出現錯誤訊息。BPM進不去。但其它內部系統可以正常使用。分機：15248。,BPM平台系統,0
要填受訪者聯絡人以及陪同人員時，無法使用,BPM平台系統,0
"分機: 12112  問題: MYQUANTA/BPM 無法登入, 一直要求輸入帳號密碼",BPM平台系統,0
"使用者反應上週 BPM 系統發生問題時所開立的訪客申請單現在無法刪除, 請協助處理。",BPM平台系統,0
訪客單主管無法簽核。,BPM平台系統,0
在query 資料的時候，千分位變成小數點，導致計算會有問題  分機:12260,SAP-168(QCI),4
#12260  SAP CODE zmmih 退料單292   會計已變價但是系統上面價格還是0,SAP-168(QCI),4
