description,category_a,category_a_target
"在CAMP簽核材料鑑審單後, 卡在 ""系統執行"" 無法進入到下一關, 工廠需要進料, 卡在這些單子無法結單  單號  1700015882   APP0000289258  1700016031   APP0000293274  1700015877   APP0000289235  1700015875   APP0000290033  此外  手機的CAMP最近一打開就黑屏當機, 已經重新下載還是一樣",CAMP,1
CAMP APP中的BPM表單無法簽核，出現錯誤! 人在美國，請用OCS連繫，謝謝。,CAMP,1
內部行文申請單填寫送出後，一直轉沒有送出成功。,CAMP,1
"您好, 本人Android手機安裝了CAMP, 預設了 Outlook 行事曆, 請問如何設定""不要""提醒通知呢? 可否告知. Thanks.",CAMP,1
"本人已將手機上 CAMP 公告欄""關閉發文追蹤"", 不知為何今天早上一直不斷顯示""熱情活力向前走(回文)""!!! 至少有 30~40 個垃圾訊息...  請問該如何""關閉 Disable"" 這類公告訊息呢? 麻煩告知. Thanks.",CAMP,1
CAMP 問題單簽核過，卻卡住，時間秀1900年。,CAMP,1
"簽內部行文時無法使用開機密碼登入必須使用公司內部的AD帳號與密碼登入CAMP系統, 但不知什麼是AD 密碼",CAMP,1
雲端會議系統無法正常登入使用,CAMP,1
QCALL於重慶無法登入。#21333,CAMP,1
"使用Q-call發生異常, 撥不出去",CAMP,1
"無法進入camp系統  會出現 ""這項作業因電腦上作用中的限制而取消,請聯絡你的系統管理員"" 訊息  PS:人在QSMC出差 請儘快幫忙解決  THX",CAMP,1
CAMP APP無法登入~留職停薪已回來三週  #18020,CAMP,1
QCO上無法使用CAMP平台,CAMP,1
用iphone掃描http://myquanta首頁那個QR code沒有出現任何網址。,CAMP,1
CAMP  PBA系統 無法選擇 上方下拉選單  customer & group 選項,CAMP,1
在iphone上面裝camp後無法啟動 #13601,CAMP,1
安裝CAMP   無法執行  IOS版本9.1,CAMP,1
No SAP system,SAP-168(QCI),4
諮詢Share Point使用操作以及申請問題,R&D資訊系統,3
進入網頁後顯示CA過期 #15990,R&D資訊系統,3
嘗試編輯位於文件庫中的 excel 文件時，發生「「編輯文件」需要與 Windows SharePoint Services 相容的應用程式」錯誤,R&D資訊系統,3
"http://myquanta/department/A7/DocLib/Forms/AllItems.aspx?RootFolder=/department/A7/DocLib/MRO(T_R Material)&FolderCTID=0x01200050E98750F85E754E9FF9F2FFB7BBBEBB    在上列網址,無法修改或下載檔案  開啟檔名 MRO-JAN 20100104 的檔案會一直顯示唯讀 無法編輯",R&D資訊系統,3
myquanta search ERROR 搜尋要求無法連線到 Search Service。,R&D資訊系統,3
www.quantacn.com 發現錯誤。#382-73127,R&D資訊系統,3
連線mybpm出現無法顯示網頁,R&D資訊系統,3
智權組在myquanta資訊共用資料夾又不見了。  EXT:13484,R&D資訊系統,3
"16316 , 從MyQuanta進入IntraSystem點選BPM ICON沒有反應 其他的都OK,",R&D資訊系統,3
myquanta 的內部系統無法開啟bpm或放行單,R&D資訊系統,3
SharePoint，excel無法匯入,R&D資訊系統,3
Proe在Myquanta上的word檔無法進行預覽 #12268,R&D資訊系統,3
無法進myquanta,R&D資訊系統,3
系統無法使用,R&D資訊系統,3
TDM系統無法使用,R&D資訊系統,3
user 有兩台電腦 無法同時正常使用 ext 15579,網管,8
驗證失敗,網管,8
"上網及Outlook不斷出驗證訊息, 聯絡電話 382-19516",網管,8
"上網及Outlook不斷出驗證訊息, 聯絡電話 382-19516或MVPN# 627585",網管,8
使用有線/無線網路均無法正常登入公司網域.,網管,8
無法連上公司網站。,網管,8
換新電腦後網路無法連線,網管,8
使用者反應從大陸出差回來電腦無法正常登入公司網頁與部分外部網站，請協助處理,網管,8
有線網路常斷線,網管,8
換座位  網路不通,網管,8
ftp 無法使用,網管,8
user本機電腦密碼與login網域密碼不同(人在大陸),網管,8
"內部Intra 系統皆無法連線,但可以正常收信.",網管,8
有線網路一直驗證，無法使用網路。,網管,8
"使用者反應網路無法連線,請協助處理。(Ext.13810)",網管,8
南棟5樓 c334,網管,8
"網路不通, 網孔編號: PI 11 B179  #15994",網管,8
有線網路不通，無線可以使用，分機15994,網管,8
outlook 無法發出郵件   會一直停在outbox    但可以正常收信,網管,8
使用者反映無法寄信給客戶，顯示客戶mail在阻擋名單中,網管,8
outlook無法打開,網管,8
Outlook想設定索引  #15987,網管,8
信箱常會容易爆掉，似乎是伺服器上有資料夾佔住空間,網管,8
無法開啟HR_薪資信,網管,8
"電腦硬碟備份後,出現憑證無法使用的訊息",網管,8
"QCO雲端的outlook,在信件搜尋上有問題,需要MIS協助回答.  #13810",網管,8
詢問如何在MAC電腦 設定outlook,網管,8
outlook一直跳出驗證訊息。,網管,8
Outlook無法搜尋收件夾,網管,8
信箱常常爆掉,網管,8
分機: 17995  mail server 異常,網管,8
Miffy.Tang@quantacn.com 此MAIL不再通訊錄裡面，因此她老板無法將他加入此mail loop 中 TopBomPDL@quantatw.com  分機：385-12879,網管,8
mail總是要半小時以上才收得進,網管,8
請幫忙建立新的 Class SubClass,R&D資訊系統,3
Daisy Yu (于溪臣) SIT-QSMC测试三部测试二课  device Import Excel 發生錯誤  請協助,R&D資訊系統,3
"第一次匯入資料 6百多筆, 因為一筆一筆上傳圖片需要大量人力 加上 系統緩慢!  希望可以請mis幫忙上傳  或是有批次上傳功能",R&D資訊系統,3
他們2個 如果開 下面畫面 就要2.5分鐘左右    leo lin  http://qcicore01/QDSM/Program/QDSM_Device_Maintain.aspx?SERNUM=710&DEVTYP=51&ATPATH=AUCD00.JPG&Dept=SIT3    Daisy Yu  http://qcicore01/QDSM/Program/QDSM_Device_Maintain.aspx?SERNUM=17525&DEVTYP=51&ATPATH=&Dept=QSMC-NB3-RD2,R&D資訊系統,3
新申請電腦給調任回台的處長，人事異動申請流程已簽核完成兩天，但填電腦申請單時所顯示成本單位代碼不是正確的,BPM平台系統,0
1600010210無法結單,BPM平台系統,0
"3/11申請的訪客無線網路(單號1500003362)在3/12訪客可以登入, 但今日3/19已無法登入, 請幫忙澄清是否需要再次申請! 感謝",BPM平台系統,0
TEST,BPM平台系統,0
dasd,BPM平台系統,0
無法簽核資訊需求單,BPM平台系統,0
資訊需求單送簽到Andy Fan(范礼双) 之後，找不到签核的地方 ，所以签不了  單號:APP0129048,BPM平台系統,0
需求內容:無線網路申請，由會議室申請單加入時出現錯誤。,BPM平台系統,0
在資訊需求申請單裡面選擇i2後按下新增時跳出帳號權限錯誤  分機:387-13038,BPM平台系統,0
資訓需求單1500003880 要cancel，不能cancel，簽核流程也不能看。  傳回的錯誤訊息:從伺服器傳回的狀態碼為500。  ext:17742,BPM平台系統,0
"申請將QCO遠端Outlook轉換成本地電腦存取, 另外NB電池故障需要檢修,",BPM平台系統,0
為客戶申請無線網路申請單，單不能 由訪客申請單導入,BPM平台系統,0
密碼已過期，煩請聯絡 Karen Chou #16346,BPM平台系統,0
用自己的帳號登入電腦但是進入BPM後變成別人的帳號(01050140),BPM平台系統,0
BPM 無法登入,BPM平台系統,0
QITS系統 NB3RD1 HK8 HK9 在create issue時 無法選擇Found Stage  已經有於subitem做過neo的設定了 謝謝,R&D資訊系統,3
請問如何在Nb3rd1 Issue Report格式增加Comment欄位 如Nb3rd2   謝謝,R&D資訊系統,3
Platform can''t be created. It will pop error mesaage.,R&D資訊系統,3
NB3RD1 BZ1 project  T-0024616  該issue無法被Open 可否幫忙查看原因 感謝,R&D資訊系統,3
Issue ID FF6F-0001 and FF6F-0002 沒有Issue Owner欄位可以assign  麻煩幫忙看一下原因 感謝,R&D資訊系統,3
1. 新增NB3RD1 客戶別：VIZIO ，Platform：AMD Hondo  2.Stage維護問題,R&D資訊系統,3
"home頁面無法顯示(show黃色error頁面), 無法create issue  設定project: 0Q7 有此問題  其他案子沒有問題",R&D資訊系統,3
"QITS(NB4) ZHN 的 Notice mail 系統一次會發出 3 封信, RD 那邊也一樣一次收到三封.  請幫忙查看. 謝謝.  User: 92052901 (Kuen Liu (劉堃洛))  發生時間：  11/28 21:14, 11/29 8:39",R&D資訊系統,3
您好  今天我們在QITS (NB4)建立一個叫做QWizard的project，並且開了一條issue做測試，但是卻無法在Search頁面使用Project Name、Issue No或KeyWord找到issue。另外我們建立一個叫做QWizard的HomePage設定檔，一樣也找不到。請您協助，謝謝。,R&D資訊系統,3
使用者舊工號：10007015 反應需要將舊工號刪除，請協助處理,R&D資訊系統,3
系統無法登入,R&D資訊系統,3
資料操作修正  分機：15160,R&D資訊系統,3
"http://citrixgw/Core/Menu.aspx?Menuset=GITS   QITS 系統,Project mantain.   在Issue Submit CC的部份, 找不到人員.",R&D資訊系統,3
"BY2E目前在QITS裡出現了兩個  其中838的是跟QSIT上一樣的編號  想要請你幫忙：  1,) 將1003那個BY2E的刪掉  2,) 如果可以的話是否可以幫忙把838裡的ISSUE清空",R&D資訊系統,3
Issue export的功能問題,R&D資訊系統,3
"QITS 無法顯示員工姓名及員工部門, 也無法正常使用.",R&D資訊系統,3
"系統顯示 Can''t find department information ,且QITS上所有issue都不能看到.",R&D資訊系統,3
"雖我是project leader.但確無法對issue做assign/reassign的動作.請幫忙再看一次狀況,謝謝",R&D資訊系統,3
登入系統後，操作異常無法使用，請協助處理,R&D資訊系統,3
"BPM 畫面出來很慢, 且左手邊的選項一直無法正常顯示, 無法key 訪客申請單",BPM平台系統,0
想把權限轉給同事，不知道該如何轉移,BPM平台系統,0
無法填單，15230,BPM平台系統,0
"無法申請,今日9點有訪客",BPM平台系統,0
使用者反應，系統無法正常操作，請協助處理,BPM平台系統,0
南棟北棟2F所有的門禁系統發生錯誤訊息請協助處理  EXT:10555,BPM平台系統,0
"無法送出申請單,顯示申請單已存在",BPM平台系統,0
門禁區域找不到QCI0A000進出口課選項,BPM平台系統,0
無法進行簽核　#13986,BPM平台系統,0
使用者申請單號為:APP0011830有相關問題詢問  #12812,BPM平台系統,0
簽核時出現異常  請協助,BPM平台系統,0
出現bpm portal error錯誤,BPM平台系統,0
接待反應目前無法制卡。,BPM平台系統,0
連線不穩定,BPM平台系統,0
訪客申請單想把時間往後改,BPM平台系統,0
網路不斷出現錯誤訊息。BPM進不去。但其它內部系統可以正常使用。分機：15248。,BPM平台系統,0
要填受訪者聯絡人以及陪同人員時，無法使用,BPM平台系統,0
"分機: 12112  問題: MYQUANTA/BPM 無法登入, 一直要求輸入帳號密碼",BPM平台系統,0
"使用者反應上週 BPM 系統發生問題時所開立的訪客申請單現在無法刪除, 請協助處理。",BPM平台系統,0
訪客單主管無法簽核。,BPM平台系統,0
ZV29 下載Report有錯誤訊  SAP 298  TEL: 12926,SAP-2X8(QSMC),5
APP0077641 主管無法看到簽核單    #12802,BPM平台系統,0
"APP79852, 主管無法簽核 也無法抽單。",BPM平台系統,0
申請出差網路電話顯示已申請,BPM平台系統,0
出差申請單無法成功填單，會出現錯誤,BPM平台系統,0
"單子簽核到主管, 但主管說, 看不到申請單, 4/23 即要出差",BPM平台系統,0
無法填寫航班資訊 for 出差接機,BPM平台系統,0
"剛剛網頁lag點了幾次送出, 產生了多筆出差申請單, 煩請協助取消以下單子  APP0081895  APP0081896  APP0081897",BPM平台系統,0
"處理伺服器上的要求發生未知的錯誤,從伺服器傳回的狀態為500",BPM平台系統,0
航班申請單只能填寫QSMC,BPM平台系統,0
BPM系統錯誤,BPM平台系統,0
出差填單時間與實際出差時間不同，想詢問有沒有關係!!,BPM平台系統,0
"同仁填寫出差申請單到北京出差, 系統顯示需要QCMC 的 Linda Cao(曹会平) 同仁簽核,   請幫忙處理, 不然同仁無法出差, 謝謝您.",BPM平台系統,0
"SIBU Q2 QSMC的出差統計次數有誤,   助理查詢BU出差統計為29次,   但實際Q2的出差只有28次,  請幫忙處理.",BPM平台系統,0
"點進""系統管理""->出差申請單查詢, 出現下述錯誤訊息, 無法查詢:  Error Message已發生類型 ''System.Web.HttpUnhandledException'' 的例外狀況。",BPM平台系統,0
"出差需求取消,但出差申請單已簽核完成無法抽單.  請幫忙抽單,謝謝  單號:APP0080976",BPM平台系統,0
分機:11891  出差申請單，簽核設定,BPM平台系統,0
系統跳出研發替代役相關錯誤訊息，但本人已非研發替代役身份。  分機：15837,BPM平台系統,0
無法看到已填寫完畢之出差申請單 #16193,BPM平台系統,0
user 安裝window7後無法使用SAP. (分機216222),SAP-168(QCI),4
"登 入主機 : CTRIX SAP  31  登入QCI  帳號: 97041422  輸入帳號密碼, 連線時出現系統忙線訊息,無法登入  早上還可以,直到下午六七點後才發現錯誤訊息  分機:17125",SAP-168(QCI),4
使用者帳號 無法登入,SAP-168(QCI),4
"SAP-33 沒法登入 ,出現找不到遠端電腦畫面,　 ext:3761",SAP-168(QCI),4
user反映無法登入SAP 33,SAP-168(QCI),4
USER帳號無法使用，分機13761,SAP-168(QCI),4
Can''t log in SAP on Quanta EIP,SAP-168(QCI),4
"現在bu10的機構,都無法連線Pro-E的winshare, 需要協助找原因,感謝  #16062",R&D資訊系統,3
今天急著要交圖，無法取得cero 2.0 license，請盡快幫忙協助處理,R&D資訊系統,3
無法進myQuanta,R&D資訊系統,3
"我的ORCAD 16開啟軟體後 , 會沒有回應 , 有序號以及沒有序號的版本都會卡住無法開啟  已經重新安裝ORCAD 16含兩個Patch File , 結果還是一樣開啟會沒有回應卡住",R&D資訊系統,3
廣達的官網，聯絡我們(http://www.quantatw.com/Quanta/chinese/service/contact.aspx)，填單後無法送出,R&D資訊系統,3
請幫忙refresh,R&D資訊系統,3
"專案與schedule進行中,目前無法取得Pro/E License進行3D繪圖",R&D資訊系統,3
myquanta無法顯示,R&D資訊系統,3
license request fail,R&D資訊系統,3
"Pro/E 4.0 & Creo 2.0 安裝完成後開啟軟體，跳出License的警告框，按 ""X"" & ""ok""後軟體自動關掉，嘗試其他時段開啟也出現相同的錯誤",R&D資訊系統,3
分機: 16062  問題: pro-e 無法連線使用,R&D資訊系統,3
"1. Cadence Concept ( 又名Allegro Project Manager ver. 16.6 ) 無法進入顯示 ""No license avaiable. Exiting"" (從8/24下午3點到晚上8點都進不去)",R&D資訊系統,3
"USER欲連線到SAP298,請求協助相關連線設定",SAP-2X8(QSMC),5
無法登入,SAP-2X8(QSMC),5
sap 268 client password error  17667陳小姐,SAP-2X8(QSMC),5
created 第二層帳號於RD10下,SAP-2X8(QSMC),5
無法登入SAP (無權限),SAP-2X8(QSMC),5
公用帳號:95091804  user is lock，分機13229,SAP-2X8(QSMC),5
分機:382 13182,SAP-2X8(QSMC),5
第一層帳號被鎖住(sap-268)    #15101,SAP-2X8(QSMC),5
無法列印,BPM平台系統,0
無法列印放行單,BPM平台系統,0
BPM 無法列印放行單 請協助處理 謝謝,BPM平台系統,0
桌機轉到Qcall操作問題,CAMP,1
"Android 手机下载 CAMP APP 行动办公云 ,安装完后, 无法登入CAMP",CAMP,1
CAMP APP打開一片空白，無法使用  手機OS版本:android 7.1.1,CAMP,1
需要CAMP問卷功能做課後滿意度調查,CAMP,1
"6/22 收到MIS信件說CAMP 有新增iworkflow功能, 但我手機點進去都顯示沒有待簽核表單, 實際從BPM簽核進去看卻有待簽核表單.  麻煩幫忙確認一下. thanks",CAMP,1
"廠商打來詢問, 如何使用CAMP 系統上傳發票, 以下是廠商的聯繫方式  廠商: 龍大昌  電話: 8684-1618 分機:215, 吳小姐",CAMP,1
"雲端硬碟無法上傳檔案, 無個人資料夾, 無配置空間",CAMP,1
內部行文申請單，公司名稱跑不出來,CAMP,1
"製造服務雲無法使用, 是否有需要申請    龍大昌股份有限公司    (02)8684-1618 #215  吳小姐",CAMP,1
CAMP 無法使用,CAMP,1
護照簽證申請單 1800000176 原先申請一般件已完成簽核，中間需改急件申請，現旅行社已先代辦完成，原先的申請單好像無法自行抽單，請幫忙告知是否幫忙抽單重新申請，或是有其他方式，謝謝!,CAMP,1
HI :     我手機無法簽ECN     THANKS  RYAN,CAMP,1
"CAMP 忘記密碼,  無法登入",CAMP,1
查詢廣藝廳的資訊時候一直顯示資料導入中，沒有顯示出相應的資訊。,CAMP,1
CAMP於新手機無法登入，舊手機登出後也無法登入,CAMP,1
