,1_sentence,2_y_predict,3_y_predict_name,4_answer,5_y_predict_probability
2723,"預報,加班,抽單,失敗,出現,錯誤",0,BPM平台系統,6,"[0.40932843 0.0540558  0.04999519 0.16475476 0.01206477 0.01397285
 0.29582816]"
498,"使用,反應,無法,預約,會議室,協處,Thx,Ext",0,BPM平台系統,6,"[0.41255438 0.05320667 0.04947955 0.16350985 0.01326371 0.01497828
 0.29300758]"
5352,"廣達,學院,課程,影片,無法,撥放",0,BPM平台系統,6,"[0.4303209  0.04836811 0.0460253  0.15621558 0.01840881 0.01867119
 0.28199023]"
415,"問,NB,使用,年限,到期,後,直接,提出,新,電腦,申",4,SAP-168(QCI),0,"[0.03079154 0.00470202 0.00682579 0.01141249 0.7078409  0.22227001
 0.01615727]"
2232,"USER,使用,SAP168,KA,表單,選擇,時,價格,欄位,資訊,無法,正常,顯示,相關,人員,2152",0,BPM平台系統,4,"[0.4065682  0.05565433 0.0518805  0.16533345 0.01480457 0.01663444
 0.28912455]"
2764,"myquanta,內部,系統,無法,開啟,bpm,放行",0,BPM平台系統,3,"[0.416946   0.05210592 0.04878489 0.16176705 0.01477812 0.01615714
 0.2894609 ]"
3158,"User,has,question,about,retrieving,price,with,VN26",0,BPM平台系統,4,"[0.4428094  0.04471141 0.04320397 0.1505686  0.02240885 0.02112293
 0.27517486]"
3732,"Zv17,fail,to,print,out",0,BPM平台系統,4,"[0.31339094 0.02471228 0.02859322 0.08360841 0.26841912 0.13585588
 0.14542015]"
757,"廠商,打來,詢問,使用,CAMP,系統,上傳,發票,以下,廠商,聯繫,方式,廠商,龍,大昌,電話,8684,1618,215,吳,小姐",0,BPM平台系統,1,"[0.3859972  0.06122805 0.05560211 0.17265765 0.01041586 0.01310658
 0.30099255]"
5303,"PLM,密碼,忘記",4,SAP-168(QCI),3,"[0.05226734 0.00596936 0.00840533 0.01660693 0.6742593  0.21703826
 0.02545349]"
5104,"嘗試,編輯,位於,文件,庫中,excel,文件,時,發生,編輯,文件,需要,Windows,SharePoint,Services,相容,應用,程式,錯誤",4,SAP-168(QCI),3,"[3.9279875e-03 6.8937079e-04 1.1641849e-03 1.5944932e-03 8.2828623e-01
 1.6231531e-01 2.0223740e-03]"
2614,"CAMP,無法,登入",0,BPM平台系統,1,"[0.44506776 0.04399002 0.04269233 0.14916416 0.02428571 0.0223858
 0.27241415]"
3320,"BOM,無法,轉,SAP298,ECN,06,6079",0,BPM平台系統,5,"[0.43458688 0.04701834 0.04507469 0.15400538 0.02051893 0.02011012
 0.2786856 ]"
652,"廠商,門禁,申人,錯誤",0,BPM平台系統,6,"[0.40918326 0.05380205 0.04974638 0.16474351 0.01174942 0.01368172
 0.29709372]"
1820,"問題,員工,服務處,網頁,時常,點開,空白,重複,要求,安裝,Java,JDK,元件",4,SAP-168(QCI),6,"[0.24913286 0.02348065 0.02789403 0.07269302 0.33988833 0.16654521
 0.12036591]"
2333,"畫面,出現,error,message",4,SAP-168(QCI),6,"[0.01798146 0.0023535  0.00360985 0.00614907 0.76379263 0.19722828
 0.00888517]"
2456,"加班,批次,系統,問題",0,BPM平台系統,6,"[0.41942066 0.05119131 0.04786935 0.1608711  0.01381944 0.01522848
 0.29159966]"
4909,"問題,申,權限,進入,ZMD4,ZMD5,ZMI1H,工號,3H8",0,BPM平台系統,4,"[0.45200247 0.04128905 0.04095065 0.1428735  0.03491297 0.02914257
 0.25882882]"
1281,"22,收到,MIS,信件,說,CAMP,新增,iworkflow,功能,我點,顯示,簽核,表單,實際,BPM,簽核,卻,有待,簽核,表單,麻煩,確認,一下,thanks",0,BPM平台系統,1,"[0.36084375 0.07077312 0.06284292 0.18172775 0.00879118 0.01217221
 0.30284908]"
2016,"無法,開啟,總表",4,SAP-168(QCI),6,"[0.06497396 0.00720975 0.00994631 0.02040627 0.64781725 0.2179267
 0.03171984]"
3402,"cost,center,新舊,問題",0,BPM平台系統,4,"[0.43522683 0.04680564 0.04480782 0.15404536 0.01924509 0.0190981
 0.28077117]"
3583,"訪客,申單,時間,往後,改",4,SAP-168(QCI),0,"[0.0632089  0.00711919 0.00985537 0.01991207 0.65042543 0.21865252
 0.03082649]"
1029,"PROE,安裝,完成,後,不知,原因,執行,無,反應",0,BPM平台系統,2,"[0.40577635 0.05548669 0.05121878 0.16612193 0.0122828  0.01434703
 0.29476646]"
2233,"治具,相關,問題,T,code,ZMI1",0,BPM平台系統,4,"[0.44329497 0.04465979 0.04338001 0.14962365 0.0246779  0.02281329
 0.2715504 ]"
3470,"部份,問題,MVPN,亦,已申,轉換,門號,MVPN,無法,正常,使用,聯絡",4,SAP-168(QCI),6,"[0.01856423 0.00285872 0.00431501 0.00687455 0.75051534 0.20729883
 0.00957342]"
4207,"無法,開啟,CITRIX",0,BPM平台系統,4,"[0.45765072 0.03163503 0.0332885  0.12035608 0.08335292 0.05350331
 0.22021341]"
2885,"沖銷,平台,問題",0,BPM平台系統,4,"[0.45410204 0.03104805 0.03284789 0.11843141 0.09040394 0.0569514
 0.21621527]"
621,"Agile,PDF,檔,不開,詢問,聯繫,窗口",0,BPM平台系統,3,"[0.42752707 0.04911913 0.04657648 0.15733144 0.01780172 0.01828334
 0.28336084]"
566,"user,簽核,表單,時,點選,表單,出不來,連絡",0,BPM平台系統,6,"[0.43075272 0.03069103 0.03287044 0.11369208 0.1179665  0.07131208
 0.20271519]"
543,"Password,似乎,問題,無法,進,SAP208,麻煩",4,SAP-168(QCI),5,"[0.03892452 0.0052587  0.00750241 0.01348124 0.69496566 0.22019783
 0.0196696 ]"
51,"Concept,Orcad,無法,取得,Linence,正常,開啟",0,BPM平台系統,3,"[0.39364848 0.05833247 0.05290964 0.17041036 0.00936198 0.01183759
 0.30349943]"
1231,"今天,登入",0,BPM平台系統,4,"[0.4617815  0.03236787 0.03386028 0.12290533 0.074291   0.04907543
 0.22571859]"
745,"ZV06,print,delivery,failed",0,BPM平台系統,4,"[0.42269185 0.05022994 0.04717666 0.15960622 0.01478938 0.01595018
 0.28955576]"
1370,"MTC,989,案子,無法,start,project,每次,發生,似乎,add,新,test,case,BD5,984,案子,test,leader,應為,陳靖,宜,Annie,Chen,今天,開起來,發現,leader,變成,測試,三部,林,滿清,Maggie,Lin",0,BPM平台系統,3,"[0.3446442  0.07559025 0.06631138 0.18671367 0.00745432 0.01097737
 0.30830878]"
3195,"MIS,大陸,展運,開啟,pro,e,無法,開啟,程式,啟動,畫面,license,借出,天,這種,方法,無法,直接,開啟,pro,e,這是,重新,安裝,win,後,發生,問題,目前,狀況,一定,連上,VPN,辦法,開啟,pro,e,以前,win,xp,需要,連上,VPN,即可,開啟,pro,e,同事,需要,連上,VPN,開啟,pro,e,去,廠商,不一定,網路,連上,VPN,需要,開啟,pro,e,這會,無法,問題,解決,感謝",0,BPM平台系統,2,"[0.33049235 0.08341657 0.07848093 0.18109462 0.03243122 0.03516149
 0.25892287]"
802,"生產,大樓,b1,TMQ1,無法,列印,3104",0,BPM平台系統,4,"[0.4581526  0.03933271 0.03933717 0.13942082 0.0382935  0.03081452
 0.2546487 ]"
3601,"無法,使用,Pro,E,登入,PDM,WINDCHILL,server,同事,確認,網址,相同,IE,Pro,E,登不",4,SAP-168(QCI),3,"[4.3224930e-03 7.4719393e-04 1.2642776e-03 1.7435909e-03 8.2505792e-01
 1.6463704e-01 2.2274035e-03]"
2903,"sap33,無法,登入",0,BPM平台系統,4,"[0.44816083 0.04297715 0.04198438 0.14723817 0.02664067 0.0238796
 0.26911917]"
3062,"BPM,系統,無法,登入,My,eHR,人,專區",0,BPM平台系統,6,"[0.4025601  0.05599341 0.05151229 0.16717955 0.01170138 0.01385031
 0.29720294]"
3634,"user,反應,TYC,298,係,統",4,SAP-168(QCI),5,"[4.6293228e-03 6.4956158e-04 1.1087711e-03 1.6641055e-03 8.3260453e-01
 1.5709031e-01 2.2533895e-03]"
2264,"sap,298,無法,登入",4,SAP-168(QCI),5,"[1.1516553e-03 1.7851005e-04 3.3405583e-04 4.5627178e-04 8.7849188e-01
 1.1882421e-01 5.6356471e-04]"
1411,"名片,系統,issue,423,424,無,e,mail,data",0,BPM平台系統,6,"[0.45806158 0.03630478 0.03725918 0.1311532  0.05846732 0.04198959
 0.23676439]"
3135,"欲,展延,訪客,申單,訪客,申,號,APP99,希望,再,延長,三個,月",0,BPM平台系統,6,"[0.36916992 0.06624937 0.05880035 0.17877704 0.00752867 0.01051646
 0.30895817]"
2457,"user,反映,說,268,資料,轉進,無法,作業",4,SAP-168(QCI),5,"[0.03483026 0.00483091 0.00692286 0.01234287 0.70258254 0.22058891
 0.01790169]"
2406,"使用,無法,進入,出勤,系統",0,BPM平台系統,6,"[0.44399884 0.04412947 0.04299781 0.14910936 0.02526236 0.02313858
 0.2713636 ]"
4704,"ZAPR,ME22,這兩個,t,code,work,按下去,running",0,BPM平台系統,4,"[0.42600724 0.04946124 0.04674219 0.1581389  0.01621931 0.01705452
 0.2863766 ]"
134,"QITS,系統,Project,mantain,Issue,Submit,CC,部份,找不到,人員",4,SAP-168(QCI),3,"[0.02854555 0.00405735 0.00592245 0.01011521 0.7217952  0.21510343
 0.01446075]"
2394,"MRO,畫面,進不去,385",4,SAP-168(QCI),0,"[0.08949545 0.00954474 0.012796   0.02754327 0.5989706  0.21813305
 0.04351697]"
1703,"曾經,申過,第二層,權限,卻,無法,登入",0,BPM平台系統,4,"[0.4571586  0.03693407 0.03772286 0.13329646 0.05383032 0.03962462
 0.2414331 ]"
511,"SAP,無法,登入",4,SAP-168(QCI),5,"[1.6434490e-03 2.4742505e-04 4.5376731e-04 6.3211669e-04 8.6806428e-01
 1.2815611e-01 8.0277264e-04]"
3199,"跳出,輸入,帳密,視窗,輸入,後,無法,登入,使用",0,BPM平台系統,6,"[0.35240754 0.02808411 0.03139888 0.09594736 0.2102596  0.11525717
 0.16664533]"
3114,"登入,時,需要,每次,KEY,帳號,密碼",4,SAP-168(QCI),5,"[0.24525061 0.02218516 0.02648628 0.07006439 0.3508107  0.16786547
 0.11733743]"
122,"會計,單位,USER,反應,CSAP26,無法,登入,使用",0,BPM平台系統,4,"[0.454048   0.03922967 0.03949437 0.13817437 0.04441994 0.03471783
 0.24991578]"
2224,"JRE8,無法,安裝,安裝,完畢,顯示,無,安裝,無法,使用,Agile,料號,沒辦法,申,沒辦法,串,BOM",0,BPM平台系統,3,"[0.38160893 0.06326985 0.05727161 0.17431378 0.01039112 0.01325274
 0.29989195]"
2937,"無法,開啟,職業,安全,教育,訓練,相關,連結",0,BPM平台系統,6,"[0.42298073 0.05037059 0.04740179 0.15947728 0.01547772 0.01653113
 0.28776073]"
567,"user,反應,SAP218,無法,使用,相關,同仁",4,SAP-168(QCI),5,"[0.05773697 0.00705286 0.00976348 0.01896601 0.6554859  0.22222172
 0.02877302]"
2585,"麻,提供,License,以利,圖面,修改",4,SAP-168(QCI),3,"[0.24973392 0.02135504 0.02558682 0.06935724 0.35096326 0.16541536
 0.11758841]"
4760,"欲,列印,invoice,系統,說,設定,路徑,user,不知,設定,聯絡",0,BPM平台系統,4,"[0.38429305 0.06183555 0.05588218 0.17368853 0.00965908 0.01240684
 0.30223477]"
2439,"cost,center,查不到,聯絡,電話,達豐",0,BPM平台系統,4,"[0.44268066 0.04464692 0.04338581 0.1497976  0.02433831 0.02256975
 0.27258092]"
720,"無法,開啟,出勤,紀錄",0,BPM平台系統,6,"[0.43320134 0.04740854 0.04526445 0.1549382  0.01921161 0.01913541
 0.28084037]"
2650,"卡鐘,刷卡,時間,1713,系統,上面,顯示,031,0813,1712",0,BPM平台系統,6,"[0.41937107 0.05128183 0.04808436 0.16083892 0.0146623  0.01597181
 0.28978968]"
3605,"PLM,無法,登入",4,SAP-168(QCI),3,"[0.05534817 0.00633213 0.00886549 0.01765575 0.66647696 0.21815525
 0.0271662 ]"
2464,"Windchill,無法,登入,Invalid,server,location,Please,change,the,Location,field,and,try,again,確認",0,BPM平台系統,2,"[0.40875402 0.05445196 0.05051176 0.1648418  0.01312904 0.01498218
 0.2933292 ]"
2526,"影片,無法,觀看",0,BPM平台系統,6,"[0.4060849  0.05458333 0.05016598 0.16597691 0.01075799 0.01284744
 0.29958344]"
318,"安裝,完,project2007,後,要求,重新,設定",0,BPM平台系統,2,"[0.40757844 0.05462122 0.05052897 0.16540892 0.01215682 0.01413804
 0.2955676 ]"
1272,"簽核,QCI,顯示,亂碼",0,BPM平台系統,6,"[0.39390665 0.05802834 0.05259804 0.17015629 0.00892689 0.0113861
 0.30499768]"
4718,"會議室,管理,系統,一申,取消",0,BPM平台系統,6,"[0.39479816 0.05773779 0.05244562 0.16995572 0.00912    0.01154218
 0.30440056]"
4619,"citrix,錯誤,連不上,sap",4,SAP-168(QCI),5,"[2.1982417e-03 3.2760986e-04 5.8878568e-04 8.3041081e-04 8.5842717e-01
 1.3655613e-01 1.0716666e-03]"
4294,"無法,登入",4,SAP-168(QCI),6,"[0.16693497 0.01517444 0.01920606 0.04765582 0.4751417  0.19659105
 0.07929604]"
4313,"無法,轉成,PDF,檔案,存到,桌面",0,BPM平台系統,4,"[0.39242575 0.05852675 0.05303212 0.17091216 0.00909456 0.01158956
 0.3044191 ]"
2215,"zv24,無法,download",0,BPM平台系統,4,"[0.4432812  0.04460288 0.04307732 0.15042128 0.022129   0.02091135
 0.27557704]"
1634,"人,重慶,出差,出差,延長,展延,Q,call,Linc,使用,期限",0,BPM平台系統,1,"[0.41040072 0.05370991 0.04983069 0.1641674  0.01256226 0.01439192
 0.2949371 ]"
736,"Please,help,create,new,platform,Chipset,AMD,Richland",0,BPM平台系統,3,"[0.42750576 0.04925014 0.04693153 0.1567982  0.01920989 0.01944191
 0.28086254]"
3206,"USER,反應,SAP218,無法,使用,相關,同仁",4,SAP-168(QCI),5,"[0.05773697 0.00705286 0.00976348 0.01896601 0.6554859  0.22222172
 0.02877302]"
150,"資產,編號,0400,輸入,後,顯示,找,到,資產",4,SAP-168(QCI),0,"[0.1674645  0.01774742 0.02209943 0.05166188 0.45709956 0.20114776
 0.0827794 ]"
756,"當初,申時,未,選擇,使用,網路,了解,是否,補救,方法,使,客人,使用,無線,網路",4,SAP-168(QCI),6,"[0.01250857 0.00197233 0.00308241 0.00472191 0.77437675 0.1969269
 0.00641116]"
4417,"user,欲,呼叫,ZAPI,BO,DOC,RFC,做,扣帳,動作",0,BPM平台系統,5,"[0.38528705 0.06031234 0.05420591 0.17323527 0.0081055  0.01073736
 0.30811659]"
3759,"20VF8BU02W0,字階,ECN,未,同步,到,SAP,聯絡",4,SAP-168(QCI),5,"[0.04881847 0.0060989  0.00855831 0.01627389 0.67511505 0.22077875
 0.02435672]"
1512,"申,CRD,WEB,帳號,密碼",0,BPM平台系統,4,"[0.45769963 0.03933365 0.03930102 0.13961975 0.03815458 0.0307587
 0.2551327 ]"
4311,"ECN,E0,0879,268,未,生效,由于,情况,焦急,希望,提前,使,生效",0,BPM平台系統,5,"[0.37906164 0.06292769 0.05642691 0.17557463 0.00834262 0.01116909
 0.30649737]"
3403,"放行,流程,卡關,問題",4,SAP-168(QCI),0,"[0.07134782 0.00780555 0.01070493 0.02226526 0.63448733 0.21858491
 0.03480417]"
4110,"user,申,網路,使用,權限,無法,得知,帳號",4,SAP-168(QCI),6,"[0.01379252 0.00199516 0.00310845 0.00499156 0.7742333  0.19488718
 0.00699174]"
378,"系統,已,連續,三個,星期,故障,問題,雖經,後,正常,運作,週一,次,實屬,頻繁,確認,故障,原因,並在,未來,同樣,問題,產生,系統,問題,系統,Report,下,使用到,設備,類別,使用率,下截,設備,使用,數據,上週,一段,日期,查詢,需,等待,30,秒,到,一分鐘,久,到,以為,系統,故障,查清,問題,於此,系統,三地,QCMC,QSMC,QRDC,使用到,系統,一有,問題,實驗,延誤,IT,人員,儘速",0,BPM平台系統,3,"[0.32183912 0.09019277 0.0798906  0.19145808 0.0129131  0.01790337
 0.28580305]"
4398,"海關,放行,系統,簽核,問題",0,BPM平台系統,6,"[0.41880625 0.0514699  0.04813777 0.16114992 0.0139462  0.01537874
 0.2911112 ]"
841,"user,反應,BOM,問題,無法,操作",4,SAP-168(QCI),5,"[0.01512715 0.00214533 0.00330748 0.00540184 0.7696062  0.19680148
 0.00761051]"
2420,"之前,密碼,使用,218,今天,突然,不行",4,SAP-168(QCI),5,"[0.2724977  0.02384275 0.02813852 0.07705879 0.31273392 0.15526675
 0.13046165]"
175,"會議室,預約,成功,後,未,發出,通知,信給,相關,人員",0,BPM平台系統,6,"[0.3647333  0.06729037 0.05917019 0.17999911 0.0063624  0.00928723
 0.31315738]"
2194,"登入,82,這台,等待,遠端,回應,無法,正常,開啟,SAP",4,SAP-168(QCI),5,"[0.01623894 0.00243347 0.00371481 0.00594583 0.7615315  0.20183286
 0.0083026 ]"
45,"IE,進入,系統,修改,密碼,時,發生,錯誤,修復",0,BPM平台系統,6,"[0.42375636 0.03013355 0.03240847 0.111361   0.12854414 0.07620125
 0.19759524]"
1260,"user,反應,之前,backgroud,跑,一個,ZF30,程式,現在,跑,1433",0,BPM平台系統,4,"[0.42939526 0.04857456 0.04651789 0.15573002 0.02101582 0.02076601
 0.27800047]"
1538,"T,code,ZN06,Fail,in,QSMC",0,BPM平台系統,4,"[0.4217636  0.05076655 0.04772993 0.15988787 0.01509516 0.01628166
 0.2884752 ]"
4661,"CSAP,23,出現,session,not,found,in,ICA,file",4,SAP-168(QCI),5,"[3.3403675e-03 5.1150622e-04 8.9081004e-04 1.2654897e-03 8.4161717e-01
 1.5072146e-01 1.6532409e-03]"
3898,"user,268,cs12,執行,ZP33,Background,job,cancel",4,SAP-168(QCI),5,"[0.1400282  0.01425762 0.01826491 0.04246859 0.50847256 0.20823963
 0.06826849]"
4770,"未,登入,超過,一週,218,帳號,被鎖",0,BPM平台系統,4,"[0.42361015 0.05016769 0.04733759 0.15912347 0.0165574  0.01740603
 0.2857976 ]"
283,"上新,系統,之後,無法,sap,down,檔案,下來,同事,電腦,上用,帳號,懷疑,電腦,設定,問題,設定",0,BPM平台系統,4,"[0.41965848 0.05162666 0.04926695 0.15834163 0.02245106 0.02234576
 0.27630946]"
4905,"order,balance,report,無法,轉成,excel,檔",0,BPM平台系統,5,"[0.41925088 0.05155008 0.04834592 0.16065447 0.01542797 0.01665013
 0.2881206 ]"
1881,"QCT,會議室,人,預約,查詢,系統,無法,顯示,畫面",0,BPM平台系統,6,"[0.3946422  0.05843428 0.05330164 0.1700582  0.01035262 0.01278557
 0.30042553]"
5121,"開啟,表單,時速,度過,慢,有時,出現,打不開,現象",4,SAP-168(QCI),0,"[0.02945445 0.00409626 0.00599901 0.01040257 0.7200292  0.2149999
 0.01501856]"
4874,"Orcad,無,License,可用",4,SAP-168(QCI),3,"[0.20676264 0.01778848 0.0219478  0.05712622 0.41755334 0.18231419
 0.09650742]"
1302,"預算,網頁,無法,登入,logon,id,NB2,password,123,無法,登入",0,BPM平台系統,4,"[0.4485807  0.03960767 0.04008921 0.13788055 0.04988394 0.03826524
 0.2456927 ]"
1580,"ZAPR,要將,PO,儲存,成,PDF,無法,儲存",0,BPM平台系統,4,"[0.40365437 0.05584384 0.05140895 0.16710003 0.01200735 0.01413087
 0.29585457]"
3346,"雲端,會議,系統,雲端,會議室,預約,系統,預約,會議室,系統,顯示,錯誤,會議室,EX,預約,N211,預約,完會,顯示,成,N212",0,BPM平台系統,1,"[0.3374602  0.07822669 0.06740945 0.188805   0.00577224 0.00915054
 0.31317598]"
3221,"問,收到,以下,人,假,簽核,通知,似乎,BU10,事業部,軟體,組,軟體,三處,軟體,一課,同仁,030,許,永芳,039,黃,飛翔,113,李忠謙,032,吳,品品,003,吳,雲漢,079,吳宗儒",4,SAP-168(QCI),6,"[0.221329   0.02602843 0.03079133 0.07100603 0.35830024 0.18079355
 0.11175145]"
2031,"ZMIEH,操作,問題,輸入,Projet,name,問題",4,SAP-168(QCI),5,"[0.013985   0.00202271 0.00314144 0.00504971 0.7734658  0.19527294
 0.00706243]"
2091,"您好,今天,申一個,模具,修模,申單,全部,資料,輸入,完成,後,傳送,系統,跑出,下列,訊息,伺服器,要求,時,發生,未知,錯誤,伺服器,回,狀態,500,無法,再,繼續,操作,只,關掉,申單",4,SAP-168(QCI),0,"[0.02608695 0.00597765 0.00843433 0.01201665 0.6943882  0.23782945
 0.01526682]"
4995,"使用,反應,無法,取得,License",4,SAP-168(QCI),3,"[0.08483758 0.00931224 0.01251759 0.02651353 0.60564715 0.21957397
 0.0415979 ]"
507,"PRO,E,登入,問題",4,SAP-168(QCI),2,"[0.01189558 0.00164675 0.00261042 0.00419873 0.7866682  0.18706995
 0.00591039]"
99,"操作,時,出現,帳戶,已,過期,錯誤,訊息",4,SAP-168(QCI),6,"[0.02696804 0.00366696 0.00540732 0.00940209 0.72931314 0.2115826
 0.01365984]"
1844,"密碼,已,過期,聯絡,Karen,Chou",4,SAP-168(QCI),0,"[0.12407319 0.01262769 0.01638533 0.03748292 0.53774875 0.21148494
 0.06019718]"
2095,"任用,建議表,送出,時,出現,錯誤,畫面",4,SAP-168(QCI),0,"[0.16307397 0.01539958 0.01947155 0.04722797 0.4782363  0.19903155
 0.0775591 ]"
366,,4,SAP-168(QCI),0,"[0.09535533 0.00910655 0.01223846 0.02765816 0.5982892  0.21236074
 0.04499162]"
3145,"無法,存檔,問題",0,BPM平台系統,4,"[0.4628305  0.03535545 0.03627261 0.13036135 0.05608254 0.04029022
 0.23880732]"
19,"Outlook,無法,打開",4,SAP-168(QCI),0,"[0.17042464 0.01557883 0.0196503  0.04871119 0.46862832 0.19612636
 0.08088036]"
668,"PLM,無法,安裝,調整,瀏覽器,參數,無法,安裝",0,BPM平台系統,3,"[0.39708668 0.02826663 0.03098964 0.10196596 0.16717029 0.09377048
 0.18075031]"
4581,"Customer,Data,need,modified",0,BPM平台系統,4,"[0.31922346 0.0232876  0.02708679 0.08177473 0.2701756  0.13365896
 0.14479285]"
3940,"無法,開啟,開頭,相關,網址",0,BPM平台系統,6,"[0.4485285  0.04301078 0.04203754 0.14704567 0.02709392 0.02417792
 0.2681057 ]"
585,"user,反應,ZV17,列印,問題",0,BPM平台系統,4,"[0.4524751  0.04185617 0.04121624 0.14439979 0.03068483 0.02641712
 0.26295072]"
2670,"MRO,APP06,虽已,签核,完毕,无法,生成,PO,问题,手動,轉出,PO",4,SAP-168(QCI),0,"[0.00927252 0.00138504 0.00222179 0.00342883 0.7957671  0.18326423
 0.00466054]"
1876,"發生,伺服器,錯誤",0,BPM平台系統,6,"[0.43903828 0.04585542 0.04406037 0.15256648 0.02053322 0.01990466
 0.27804163]"
2114,"電腦,新領,使用,時,彈出,錯誤,視窗,似乎,顯示,驅動,關係",4,SAP-168(QCI),2,"[0.06608009 0.00802717 0.01100245 0.02168106 0.63684875 0.22339956
 0.03296092]"
4746,"欲申,SAP,登入,權限,資訊,需求,申單,不知,Group,ID,改填",4,SAP-168(QCI),5,"[0.00554272 0.00092389 0.00153624 0.00218105 0.81538796 0.17156541
 0.00286264]"
4201,"資料,無法,DOWNLOAD",4,SAP-168(QCI),5,"[0.2099376  0.01817619 0.02239849 0.05843446 0.41139984 0.1808934
 0.09876005]"
3973,"使用,QCO,遠端,桌面,隔天,自動,斷線",4,SAP-168(QCI),0,"[0.03514448 0.00415083 0.00606136 0.01134252 0.7154088  0.21073893
 0.01715305]"
1504,"進入,系統,後,無法,操作",4,SAP-168(QCI),3,"[0.0318297  0.00414342 0.00605275 0.01084225 0.71762055 0.21351887
 0.01599243]"
1052,"廣達,學院,線上,課程,B,I,InterComm,Product,Training,最後,一個,課程,11,點選,後,反應,沒辦法,完成,課程",4,SAP-168(QCI),6,"[0.17397952 0.02093421 0.02564809 0.05751684 0.4305725  0.20216902
 0.0891798 ]"
759,"PMA,一個,案子,案子,DZ1,PM,已,離職,無人,close,掉,再,麻煩,close",0,BPM平台系統,3,"[0.38716942 0.06084796 0.05508138 0.17259003 0.00959076 0.01225188
 0.30246854]"
3616,"欲申,softphone,主管,假,亦,無,代理人,詢問,是否,修改,簽核,流程",0,BPM平台系統,6,"[0.39256322 0.0592767  0.0539564  0.17077217 0.01034452 0.01287665
 0.3002104 ]"
214,"無法,加簽,user,537",4,SAP-168(QCI),0,"[0.04520819 0.0051162  0.0073012  0.01435181 0.69194555 0.21402295
 0.02205409]"
1702,"當天,有來,上班,不知,卻,假,紀錄,檢查",4,SAP-168(QCI),0,"[0.07932257 0.00943154 0.01270993 0.02588717 0.6098983  0.22314157
 0.03960886]"
2473,"忘記,密碼,人,大陸,",4,SAP-168(QCI),3,"[0.01264633 0.00174024 0.00274537 0.00443936 0.78331405 0.18885067
 0.00626398]"
5304,"無法,連線,CSAP21",0,BPM平台系統,4,"[0.45910913 0.03199188 0.03359595 0.12143836 0.07970782 0.0517753
 0.22238153]"
1056,"物品,申購單,KEY,完,送出,申會,伺服器,錯誤,畫面,出現",0,BPM平台系統,6,"[0.41698802 0.05208616 0.04876075 0.1616851  0.01455475 0.01595596
 0.28996933]"
4397,"欲,使用,sap,查詢,已經,部門,sap,帳號,內部,應用,系統,欄位,icon,提供,連上,sap,問該,解決,咧",4,SAP-168(QCI),5,"[1.9429164e-03 3.5324183e-04 6.2906352e-04 8.1829517e-04 8.5510468e-01
 1.4015120e-01 1.0006524e-03]"
3886,"無法,登入,CSAP21",0,BPM平台系統,4,"[0.45218185 0.04166074 0.04100921 0.14472353 0.02974906 0.02575106
 0.2649246 ]"
3585,"Project,E,電腦,重灌,後,License",4,SAP-168(QCI),2,"[0.07714878 0.00912653 0.01232604 0.02502252 0.615495   0.22247295
 0.03840814]"
2970,"問題,QEX,畫面,無法,登入",0,BPM平台系統,6,"[0.45545775 0.03998334 0.03990407 0.14050137 0.03768695 0.03064556
 0.25582093]"
3063,"APP,通知,關不掉",0,BPM平台系統,1,"[0.45619437 0.04063108 0.04016304 0.14276138 0.03129018 0.0265399
 0.26242012]"
