,1_sentence,2_sentence,3_y_predict,4_y_predict_name,5_answer,6_answer,7_y_predict_probability
1491,"電腦: 990110499筆電  1. 在大陸展運/松林會館無法連上VPN, 但是在非廣達企業可正常連線.  2. 現在進入某些內部/外部網址, 會顯示以下訊息:  网络访问消息: 无法显示此页  技术信息(提供给支持人员) •错误代码: 502 Proxy Error。Forefront TMG 拒绝了指定的统一资源定位器(URL)。 (12202)   •IP 地址: 172.20.170.3   •日期: 10/15/2013 1:36:31 AM [GMT]   •服务器: TMG1.quantacn.com   •源: 代理","網管,VPN,連線,SSLVPN,無法登入,電腦,筆電,大陸,展運,會館,無法,連上,VPN,廣達,企業,正常,連線,進入,內部,外部,網址,顯示,訊息,網絡,訪問,消息,無法顯示,此頁,技術,信息,提供給,支持,人員,錯誤,代碼,502,Proxy,Error,Forefront,TMG,拒絕,指定,統一資源定位器,URL,IP,地址,172.20,170.3,日期,10,15,2013,36,31,AM,GMT,服務器,TMG1,quantacn,com,代理",10,其他,7,VPN連線,"[0.00817568 0.00466826 0.02530432 0.02713913 0.00534604 0.01348694
 0.00506041 0.03003677 0.16865505 0.00735045 0.27630565 0.01547092
 0.09499761 0.12185282 0.0276225  0.00992802 0.04160708 0.11699232]"
5884,QCO無法登入,"網管,QCO,雲端,連線,無法登入,QCO,無法登入",7,VPN連線,3,QCO,"[0.00209663 0.00196868 0.03156114 0.18963385 0.00112671 0.00208521
 0.00262302 0.2600762  0.01282859 0.00196617 0.010901   0.03171374
 0.2317464  0.03514815 0.00361699 0.0050658  0.08682598 0.08901577]"
11510,使用者反應無法登入系統，請協助處理,"網管,QCO,雲端,連線,無法登入,無法登入,系統",12,商務用Skype,3,QCO,"[0.00251255 0.00252191 0.03490143 0.1562983  0.00133663 0.00270274
 0.00277675 0.2231134  0.01838278 0.00254923 0.01939176 0.03249148
 0.25452918 0.04630103 0.00415405 0.00547644 0.08007824 0.1104821 ]"
5878,桌面是空的,"網管,QCO,雲端,連線,登入,畫面,桌面",16,連網頁/Skype,3,QCO,"[0.00166019 0.0016023  0.0270217  0.03535101 0.00121723 0.0027936
 0.00227989 0.1112845  0.01631469 0.00169038 0.00282502 0.04283935
 0.3169664  0.01565506 0.0017992  0.00760936 0.32041863 0.09067144]"
13733,SKYPE無法安裝，安裝後重新啟動仍無法執行 #18569,"網管,網頁,Skype,Skype,連線,Skype,連線,登入,SKYPE,無法安裝,安裝,重新,啟動,無法,執行",8,作業系統與印表機,16,連網頁/Skype,"[8.2551182e-04 6.4918771e-04 1.0050340e-02 1.5522379e-02 4.0001364e-04
 1.4867441e-03 1.6006749e-03 4.1325558e-02 7.0244932e-01 9.0150302e-04
 1.0224540e-02 1.0699030e-02 3.6916021e-02 6.6803545e-03 6.6476822e-02
 7.5444216e-03 5.6691125e-02 2.9556436e-02]"
8974,用公司內部或外部連線都無法連至sslvpn網站，煩請幫忙查看 #17364,"網管,VPN,連線,SSLVPN,無法登入,公司,內部,外部,連線,無法,連至,sslvpn,網站,查看",12,商務用Skype,7,VPN連線,"[0.00197488 0.00138501 0.0113578  0.01416861 0.00119609 0.00389648
 0.00176068 0.06285778 0.04976134 0.00190894 0.02382141 0.02447175
 0.37997177 0.03516864 0.00350463 0.00849626 0.13944337 0.23485465]"
10238,分享檔案工作機有線網路連不上,"網管,網路,無法,連到,某台,Server,無法,連到,Server,分享,檔案,工作,有線網路,連不上",8,作業系統與印表機,14,網路,"[1.4858191e-04 6.3352454e-05 2.9849054e-03 6.8019731e-03 8.9393099e-05
 3.3651385e-04 2.7512806e-04 8.2440600e-03 8.3482146e-01 2.5590838e-04
 3.7965449e-03 1.8780812e-03 5.7309931e-03 3.2463782e-03 1.2069955e-01
 1.2019094e-03 5.4596467e-03 3.9656376e-03]"
8045,outlook更新成2016後原封存的MAIL不見，另外遠端桌面資料也不見,"網管,QCO,Outlook,Outlook,異常,outlook,更新成,2016,封存,MAIL,不見,遠端桌面,資料,不見",2,Outlook與郵件,3,QCO,"[1.8327555e-04 5.7683606e-04 8.6722404e-01 1.0686631e-01 1.9524900e-04
 2.5595579e-04 4.3074091e-04 5.5930144e-03 1.1473779e-03 3.5932669e-04
 2.1284642e-03 3.3752639e-03 3.8241115e-03 1.2631699e-03 2.9318160e-03
 3.9051083e-04 1.9098634e-03 1.3446125e-03]"
5521,分機 175696 無法連上 http://www.quantaqct.com/,"網管,網頁,Skype,無法,上網,出現,無法顯示,網頁,無法,連上",8,作業系統與印表機,16,連網頁/Skype,"[3.1818292e-04 2.9240682e-04 4.4913348e-03 6.8702516e-03 1.7662926e-04
 6.9834047e-04 7.7955937e-04 2.2070169e-02 8.5308790e-01 4.3476414e-04
 5.1435884e-03 5.0698631e-03 1.6069388e-02 3.7465377e-03 3.5959188e-02
 3.4109051e-03 2.9038990e-02 1.2341888e-02]"
5574,"連外網正常,但是無法連QUANTA首頁,且會一直出現要求確認憑證的畫面,輸入後仍無效,請協助確認問題.","網管,網頁,Skype,無法,上網,出現,拒絕,訊息,連外網,正常,無法,QUANTA,首頁,且會,出現,確認,憑證,畫面,輸入,無效,確認",12,商務用Skype,16,連網頁/Skype,"[0.00211425 0.00162242 0.01682187 0.01924552 0.00144124 0.00430657
 0.00215015 0.07075159 0.03520895 0.00199489 0.01084259 0.0383682
 0.33966893 0.03207589 0.00260483 0.00843986 0.23502597 0.1773163 ]"
3173,登入雲端桌面無任何程式可執行。,"網管,QCO,雲端,連線,登入,畫面,登入,雲端,桌面,程式,執行",16,連網頁/Skype,3,QCO,"[0.00167767 0.00226405 0.05382634 0.13115945 0.00185794 0.00236543
 0.00416679 0.19529818 0.01328072 0.00183107 0.00232139 0.05545341
 0.17214835 0.01601045 0.0027475  0.00934384 0.28075    0.05349743]"
13070,"更新成windows10後, 連線QCO字型會跑掉, 難以閱讀","網管,QCO,操作,設定問題,更新成,windows10,連線,QCO,字型,跑掉,閱讀",12,商務用Skype,3,QCO,"[0.00192634 0.00128293 0.01127449 0.01345066 0.00109781 0.00368446
 0.00162404 0.06391373 0.04487191 0.00178231 0.02004346 0.0232229
 0.38553643 0.03267282 0.00301175 0.00788851 0.1463635  0.23635198]"
15373,無法登入 有線網路可使用，無線網路無法使用 #15474,"網管,網頁,Skype,Skype,連線,Skype,連線,登入,無法登入,有線網路,使用,無線網路,無法使用",8,作業系統與印表機,16,連網頁/Skype,"[7.1478571e-04 6.0466776e-04 9.7804777e-03 1.3067721e-02 3.6119364e-04
 1.3571533e-03 1.4846114e-03 3.8923964e-02 7.2650397e-01 7.8448659e-04
 8.4833298e-03 9.8561486e-03 3.3228416e-02 5.7452833e-03 6.2573723e-02
 6.7885956e-03 5.3689640e-02 2.6051804e-02]"
7065,登入時卡在請等候user profile  分機:15026,"網管,QCO,雲端,連線,無法登入,入時,等候,profile",7,VPN連線,3,QCO,"[0.00202162 0.00156139 0.02688533 0.14199144 0.00112426 0.00199949
 0.00245232 0.26729602 0.01094938 0.00171916 0.00679122 0.03054731
 0.25893635 0.03254794 0.00297994 0.00504264 0.11380631 0.09134785]"
15648,新進來的信件無法直接進到web mail的PSD，會轉發至其他PSD，並無設定任何轉收服務，煩請幫忙處理  #15191,"網管,QCO,操作,設定問題,信件,無法,直接,進到,web,mail,PSD,轉發,PSD,設定,轉收,服務",12,商務用Skype,3,QCO,"[0.00174727 0.0014827  0.01613136 0.01899746 0.00118604 0.00353548
 0.00189311 0.07879949 0.02300392 0.00163751 0.0058546  0.03742964
 0.3627539  0.02070446 0.00185215 0.00813571 0.26138577 0.15346946]"
10559,雲端無法連線,"網管,QCO,雲端,連線,無法登入,雲端,無法,連線",12,商務用Skype,3,QCO,"[0.00167097 0.00117296 0.01862017 0.0330937  0.00101634 0.00248209
 0.00168764 0.11940888 0.01650376 0.00150937 0.00333854 0.03263376
 0.35149467 0.0196008  0.00181048 0.00610564 0.28217375 0.10567647]"
5670,工作需求要上淘寶網比價,"網管,網頁,Skype,無法,上網,出現,拒絕,訊息,工作,需求,淘寶網,比價",12,商務用Skype,16,連網頁/Skype,"[0.00283003 0.0014957  0.01741612 0.02176857 0.0017113  0.0045123
 0.00196949 0.08135922 0.04644335 0.00228732 0.02401062 0.02772427
 0.32258728 0.06165112 0.00339247 0.00664754 0.16651092 0.20568234]"
14361,IE can''t show well,"網管,網頁,Skype,無法,上網,出現,無法顯示,網頁,IE,can,show,well",8,作業系統與印表機,16,連網頁/Skype,"[2.2625335e-04 2.0381580e-04 3.5813591e-03 5.4872422e-03 1.3490467e-04
 5.5328844e-04 6.1077421e-04 1.7145241e-02 8.8322008e-01 3.4349010e-04
 3.9182748e-03 3.8904345e-03 1.2133649e-02 2.9871995e-03 3.2320336e-02
 2.6270763e-03 2.1793347e-02 8.8232970e-03]"
18057,您好，因為之前有更新工作機的Lan driver。  好像因為這樣，造成常常在開機時，或是重新插拔Lan之後，  會有Lan網路驗證失敗的情形，常常要重新插拔很多次才能順利驗證成功。  想請問這樣是否Lan的設定方面需要再重新設定呢??  Thanks..,"網管,網路,電腦網路,無法,取得,IP,之前,工作,Lan,driver,造成,開機,重新,插拔,Lan,Lan,網路,驗證,失敗,情形,重新,插拔次,驗證,成功,請問,是否,Lan,設定,方面,需要,再重,新設",8,作業系統與印表機,14,網路,"[0.00266285 0.00147304 0.01347035 0.02196443 0.00145085 0.00613049
 0.00253272 0.05521086 0.46232337 0.00227838 0.0620808  0.0155466
 0.11060046 0.03543483 0.03550071 0.01058907 0.05507819 0.10567203]"
5000,無法連外網.目前在上海出差上海電話:613691,"網管,網頁,Skype,無法,上網,出現,無法顯示,網頁,無法,連外網,目前,上海,出差,上海,電話",8,作業系統與印表機,16,連網頁/Skype,"[5.9426797e-04 4.9322913e-04 7.3687858e-03 1.1009261e-02 3.0226065e-04
 1.1891142e-03 1.2379462e-03 3.3578325e-02 7.7229697e-01 6.6438934e-04
 7.9993512e-03 7.8444267e-03 2.7067902e-02 5.7282462e-03 4.9199712e-02
 5.3811404e-03 4.6357509e-02 2.1687118e-02]"
6848,"已按照MIS提供的OPEN VPN連線步驟操作,在家裡的windows 10可以連回公司的http://myquanta/default.aspx, 但無法連至BU9內部系統, http://ccbu01/index.html,  導致無法在家處理部門的相關工作","網管,VPN,連線,SSLVPN,無法登入,MIS,提供,OPEN,VPN,連線,步驟,操作,家裡,windows,10,連回,公司,無法,連至,BU9,內部,系統,導致,無法,部門,工作",8,作業系統與印表機,7,VPN連線,"[0.00197827 0.00133017 0.01156524 0.02444075 0.00101504 0.00385052
 0.00243446 0.04670775 0.592751   0.00174114 0.04519288 0.01225718
 0.05576322 0.0222674  0.05390956 0.00966416 0.05692165 0.05620957]"
2326,按照QUANTA FAQ教學操作後  最後圖示無法顯示綠色連不回公司,"網管,VPN,連線,SSLVPN,無法登入,QUANTA,FAQ,教學,操作,圖示,無法顯示,綠色,連不回,公司",12,商務用Skype,7,VPN連線,"[0.00261531 0.00152916 0.01268715 0.01726372 0.0014728  0.00480355
 0.0018719  0.0693121  0.06496755 0.00223501 0.03890375 0.02068682
 0.32219297 0.05626114 0.00448562 0.00758454 0.12866218 0.24246468]"
8602,無法開啟薪資單及公告信,"網管,解密,郵件,文件,加密,郵件,打不開,無法開啟,薪資單,無法開啟,薪資單,公告",16,連網頁/Skype,11,加解密郵件/文件,"[0.00153537 0.00299942 0.08096387 0.11573705 0.00231217 0.0023888
 0.00440214 0.14138573 0.01725966 0.00191577 0.00260004 0.07746456
 0.16497695 0.01483386 0.00271863 0.0104356  0.30543855 0.05063178]"
5524,MyQuanta無法正常開啟 出現異常訊息畫面 其他公司網頁開啟皆正常,"網管,網頁,Skype,無法,上網,出現,無法顯示,網頁,MyQuanta,無法,正常,開啟,出現,異常,訊息,畫面,公司,網頁,開啟,正常",12,商務用Skype,16,連網頁/Skype,"[0.00319414 0.00182457 0.01424654 0.02047771 0.00171501 0.00714292
 0.0022645  0.05517984 0.18243654 0.00256667 0.09238874 0.01827913
 0.2289668  0.05884153 0.01290573 0.00971213 0.07980561 0.20805189]"
7189,"原南棟5F SWQA實驗室當中的1台server (\\hste2-01) 本周發現無法連入, server端看到網路斷線的狀態, 網路線接在端口編號為 PT24 C456.  IP手動指定為10.242.249.11, 再煩請協助查明, 謝謝.","網管,網路,無法,連到,某台,Server,無法,連到,Server,南棟,5F,SWQA,實驗室,server,hste2,01,本周,發現,無法,連入,server,看到,網路,斷線,狀態,網路線,接在,端口,編號,PT24,C456,IP,手動,指定為,10.242,249.11,查明",8,作業系統與印表機,14,網路,"[0.00175019 0.00088754 0.01490908 0.02836494 0.00098255 0.00398343
 0.00172549 0.02617729 0.5156043  0.00195016 0.06196094 0.00762776
 0.03115565 0.02660296 0.22019143 0.00520746 0.01579216 0.03512672]"
10642,"作業系統WIN 7 連部門或是公司的網路磁碟,都無法連上","網管,硬體,諮詢,硬體,改填,NB,檢測,硬體,諮詢,硬體,改填,NB,檢測,作業系統,WIN,部門,公司,網路,磁碟,無法,連上",8,作業系統與印表機,10,其他,"[2.1241487e-04 2.0958589e-04 1.5499538e-03 4.8150774e-03 2.1943162e-04
 5.5068621e-04 4.4622665e-04 6.5316418e-03 9.1542882e-01 3.8063320e-04
 2.4181152e-02 1.6628506e-03 7.2310613e-03 4.8748911e-03 1.8977886e-02
 1.3998500e-03 4.7275252e-03 6.6002454e-03]"
7302,1.如何使用行動裝置收發公司Mail  2.如何使用行動裝置連QCO,"網管,Outlook,郵件,Outlook,使用,行動裝置,收發,公司,Mail,使用,行動裝置,QCO",3,QCO,2,Outlook與郵件,"[5.4622447e-04 1.2559126e-03 1.8608859e-01 7.4792242e-01 4.4943611e-04
 4.1571513e-04 9.2545594e-04 1.5914382e-02 2.5489002e-03 9.9885359e-04
 4.9514906e-03 7.4347872e-03 1.0677166e-02 4.1903341e-03 7.0112478e-03
 7.2321354e-04 4.4572405e-03 3.4886063e-03]"
14339,執行速度很慢,"網管,QCO,操作,設定問題,執行,速度,很慢",12,商務用Skype,3,QCO,"[0.00235499 0.00128677 0.01351277 0.01698945 0.00125098 0.00412135
 0.00165272 0.07683294 0.05635055 0.00199737 0.02653917 0.0210171
 0.34163412 0.04845223 0.00378127 0.00684292 0.1417708  0.23361251]"
3712,電腦重灌後 防毒軟體沒辦法更新,"網管,電腦,防毒,防毒,軟體,操作,防毒,電腦,重灌,防毒,軟體",12,商務用Skype,17,電腦防毒,"[0.00290319 0.00163929 0.01364231 0.01712727 0.00159376 0.00542347
 0.00187439 0.06657887 0.08269954 0.00241618 0.05936558 0.01788566
 0.29305634 0.06648226 0.00526173 0.00771844 0.10480978 0.24952197]"
6509,"無效XML,還有另一個問題是電腦重開機都會出現錯誤:程式庫未登錄","網管,Outlook,郵件,Outlook,Outlook,點不開,無效,XML,電腦,重開,機都會,出現錯誤,程式庫,登錄",3,QCO,2,Outlook與郵件,"[6.6812779e-04 1.5656784e-03 1.6770993e-01 7.5336516e-01 5.3328124e-04
 5.0482858e-04 1.1188427e-03 1.9314768e-02 3.2785304e-03 1.2009252e-03
 7.2997445e-03 8.7988311e-03 1.2188365e-02 4.9686311e-03 6.6332240e-03
 7.9283182e-04 5.4295799e-03 4.6287766e-03]"
3497,Java 更新後，IBoardcom debug tool 無法使用，但是其他同事都可以，想檢查Java 是否有問題。  謝謝。,"網管,硬體,諮詢,硬體,改填,NB,檢測,硬體,諮詢,硬體,改填,NB,檢測,Java,IBoardcom,debug,tool,無法使用,同事,檢查,Java,是否",8,作業系統與印表機,10,其他,"[0.00113687 0.0013449  0.00373287 0.01888879 0.00130736 0.00293753
 0.00132622 0.01377838 0.51064295 0.00151992 0.30606166 0.00403324
 0.02362976 0.02398726 0.04517882 0.00329152 0.00701211 0.03018981]"
11809,使用雲端系統後，重新開機會自動帶有Z槽(連接雲端的路徑)，但該Z槽為server的shared folder，能否重新開機後不要把雲端的路徑自動連進來  #17544,"網管,QCO,操作,設定問題,使用,雲端,系統,開機,自動,帶有,連接,雲端,路徑,server,shared,folder,能否,開機,雲端,路徑,自動",12,商務用Skype,3,QCO,"[0.00407244 0.00263817 0.02955514 0.07281516 0.00193178 0.00427508
 0.00302841 0.15876208 0.02479011 0.00299547 0.02641604 0.03173534
 0.25913882 0.06969488 0.00323473 0.00725386 0.1317456  0.16591689]"
8219,以公司電子郵件為帳號登入使用Microsoft Teams，作為專案溝通放置文件等平台，也能整合公司使用的商務用的Skype。但有同事可以加入，有部份同事無法加入。,"網管,硬體,諮詢,硬體,改填,NB,檢測,硬體,諮詢,硬體,改填,NB,檢測,公司,電子郵件,帳號,登入,使用,Microsoft,Teams,專案,溝通,放置,文件,平臺,整合,公司,使用,商務,Skype,同事,加入,有部份,同事,無法,加入",8,作業系統與印表機,10,其他,"[0.00148441 0.00138793 0.00457834 0.01915259 0.00147432 0.00340905
 0.00174096 0.01829274 0.5759476  0.00190286 0.22125109 0.00530862
 0.02981497 0.03066166 0.03160603 0.00443795 0.01054442 0.03700449]"
8915,薪資單無法開啟,"網管,解密,郵件,文件,加密,郵件,打不開,無法開啟,薪資單,薪資單,無法開啟",16,連網頁/Skype,11,加解密郵件/文件,"[0.001547   0.00298171 0.08258374 0.12219694 0.00233004 0.00233337
 0.00443146 0.14602058 0.01643943 0.0019313  0.00263215 0.07716157
 0.16396357 0.01493376 0.0027245  0.01030849 0.29494148 0.05053884]"
1993,#18038  VPN連上後無法瀏覽公司內部網站如myquanta,"網管,VPN,連線,SSLVPN,無法登入,VPN,連上,無法,瀏覽,公司,內部,網站,myquanta",8,作業系統與印表機,7,VPN連線,"[0.00287093 0.00138365 0.01114751 0.0189524  0.00131557 0.00655683
 0.0017086  0.04810302 0.34031335 0.00212679 0.11271977 0.01182229
 0.14909227 0.04934802 0.01420205 0.00784113 0.0562254  0.16427034]"
11974,QCO無法登入   #11756,"網管,QCO,雲端,連線,無法登入,QCO,無法登入",7,VPN連線,3,QCO,"[0.00209663 0.00196868 0.03156114 0.18963385 0.00112671 0.00208521
 0.00262302 0.2600762  0.01282859 0.00196617 0.010901   0.03171374
 0.2317464  0.03514815 0.00361699 0.0050658  0.08682598 0.08901577]"
1974,無法使用外網連線,"網管,VPN,連線,SSLVPN,無法登入,無法使用,外網,連線",8,作業系統與印表機,7,VPN連線,"[4.0235740e-04 3.7175755e-04 7.0041828e-03 8.7025296e-03 2.2117195e-04
 8.4278267e-04 9.9734857e-04 2.8063407e-02 8.0138797e-01 5.3835101e-04
 4.9807662e-03 6.9943378e-03 2.0981181e-02 3.7138870e-03 5.7744056e-02
 4.5008422e-03 3.7195891e-02 1.5357100e-02]"
7063,登入後一片黑畫面    分機：13908,"網管,QCO,雲端,連線,登入,畫面,登入,一片,畫面",12,商務用Skype,3,QCO,"[0.00157433 0.00162878 0.02039666 0.02359341 0.00120708 0.00325302
 0.0020405  0.08426685 0.02033647 0.00166984 0.00424178 0.04393043
 0.3563792  0.01639237 0.00182066 0.00829452 0.28311023 0.12586382]"
13679,你好~ 在公司Outlook因為群組限制不能開啟，我覺得很合理，回家沒連VPN也是不能開啟 Outlook，請問如何解決?,"網管,作業系統,印表機,作業系統,電腦,無法登入,公司,Outlook,群組,限制,開啟,合理,回家,沒連,VPN,開啟,Outlook,請問,解決",10,其他,8,作業系統與印表機,"[0.0030143  0.00206397 0.01091953 0.01373854 0.00184641 0.00623589
 0.00147842 0.03549901 0.09757513 0.0023439  0.34486514 0.00759001
 0.12440321 0.11001208 0.00506723 0.00541927 0.02367541 0.20425259]"
10548,"客戶 (hp) 反應說, 無法連上以下FTP Site:  1. 外部IP : 220.128.79.32 & 210.61.111.215  , 內部IP : 10.241.144.7  2. 外部IP : 220.128.79.225 & 210.61.111.214   , 內部IP: 10.241.144.2","網管,網路,無法,連到,某台,Server,無法,連到,Server,客戶,hp,反應,無法,連上,以下,FTP,Site,外部,IP,220.128,79.32,210.61,111.215,內部,IP,10.241,144.7,外部,IP,220.128,79.225,210.61,111.214,內部,IP,10.241,144.2",8,作業系統與印表機,14,網路,"[0.00240567 0.00130327 0.01646967 0.02741673 0.00165609 0.0056621
 0.00241316 0.02048557 0.47116747 0.00294055 0.09126775 0.00855065
 0.03536589 0.03072011 0.21973284 0.00608703 0.0167257  0.03962982]"
5526,無法連上客戶FTP，客戶說帳號密碼都沒有改變。,"網管,檔案,共用,FTP,FTP,連線,下載,無法,連到,外部,FTP,無法,連上,客戶,FTP,客戶,帳號,密碼,改變",12,商務用Skype,13,檔案共用或FTP,"[0.00202275 0.00157628 0.01284572 0.01643909 0.00137326 0.00406585
 0.00208845 0.06823239 0.04400216 0.00199754 0.01786204 0.03023633
 0.3744184  0.03241326 0.0033863  0.00915697 0.16900207 0.20888105]"
