description,category_a,category_b,category_c,category_d,category
"在BPM系統發票作業(費用或分期付款),  出現了”發票稅額需等於本次請款稅額”,  但我核對了一下發現我輸入的稅額並沒有錯誤!    PO單號:1900076847",BPM平台系統,採購類相關服務,MRO採購系統(MRO2),相關操作詢問,資訊系統
"我是BU9 工號96062501的李偉嘉,但系統會自動將我登入成BU12 楊怡娟....",BPM平台系統,採購類相關服務,MRO採購系統(MRO2),相關操作詢問,資訊系統
系統使用異常，會報error,BPM平台系統,採購類相關服務,MRO採購系統(MRO2),相關操作詢問,資訊系統
BPM系統錯誤,BPM平台系統,採購類相關服務,MRO採購系統(MRO2),相關操作詢問,資訊系統
"在BPM點選 PO結案 會出現錯誤畫面,",BPM平台系統,採購類相關服務,MRO採購系統(MRO2),相關操作詢問,資訊系統
"PO單號：1900074851, 發票作業無法儲存",BPM平台系統,採購類相關服務,MRO採購系統(MRO2),相關操作詢問,資訊系統
APP0505159與APP0505172單號異常  分機: 12387,BPM平台系統,採購類相關服務,MRO採購系統(MRO2),關卡流程詢問,資訊系統
"KEY單完成,傳送出去時,出現錯誤訊息:500, 煩請確認處理.",BPM平台系統,採購類相關服務,MRO採購系統(MRO2),相關操作詢問,資訊系統
"MRO 無法簽核, 1600022422  #15743",BPM平台系統,採購類相關服務,MRO採購系統(MRO2),系統無法登入,資訊系統
主管已簽核，但是簽核時間沒顯示出來，且最後資訊(pinfo?)也無產生,BPM平台系統,採購類相關服務,MRO採購系統(MRO2),關卡流程詢問,資訊系統
PO單的部分無法簽核,BPM平台系統,採購類相關服務,MRO採購系統(MRO2),系統無法登入,資訊系統
分機:17986,BPM平台系統,採購類相關服務,MRO採購系統(MRO2),關卡流程詢問,資訊系統
"PO 1900088924, 申請展延後就消失了。",BPM平台系統,採購類相關服務,MRO採購系統(MRO2),相關操作詢問,資訊系統
MRO畫面進不去    #385-31123,BPM平台系統,採購類相關服務,MRO採購系統(MRO2),系統無法登入,資訊系統
同事徐珮雯#91121608請假8/15~8/25，未設代理人簽核，請幫忙設代理人---楊惠菀#96080612，謝謝。,BPM平台系統,採購類相關服務,MRO採購系統(MRO2),關卡流程詢問,資訊系統
內部行文申請單填寫送出後，一直轉沒有送出成功。,CAMP,CAMP,CAMP,CAMP,資訊系統
"您好, 本人Android手機安裝了CAMP, 預設了 Outlook 行事曆, 請問如何設定""不要""提醒通知呢? 可否告知. Thanks.",CAMP,CAMP,CAMP,CAMP,資訊系統
"本人已將手機上 CAMP 公告欄""關閉發文追蹤"", 不知為何今天早上一直不斷顯示""熱情活力向前走(回文)""!!! 至少有 30~40 個垃圾訊息...  請問該如何""關閉 Disable"" 這類公告訊息呢? 麻煩告知. Thanks.",CAMP,CAMP,CAMP,CAMP,資訊系統
CAMP 問題單簽核過，卻卡住，時間秀1900年。,CAMP,CAMP,CAMP,CAMP,資訊系統
"簽內部行文時無法使用開機密碼登入必須使用公司內部的AD帳號與密碼登入CAMP系統, 但不知什麼是AD 密碼",CAMP,CAMP,CAMP,CAMP,資訊系統
雲端會議系統無法正常登入使用,CAMP,CAMP,CAMP,CAMP,資訊系統
QCALL於重慶無法登入。#21333,CAMP,CAMP,CAMP,CAMP,資訊系統
"使用Q-call發生異常, 撥不出去",CAMP,CAMP,CAMP,CAMP,資訊系統
"無法進入camp系統  會出現 ""這項作業因電腦上作用中的限制而取消,請聯絡你的系統管理員"" 訊息  PS:人在QSMC出差 請儘快幫忙解決  THX",CAMP,CAMP,CAMP,CAMP,資訊系統
CAMP APP無法登入~留職停薪已回來三週  #18020,CAMP,CAMP,CAMP,CAMP,資訊系統
QCO上無法使用CAMP平台,CAMP,CAMP,CAMP,CAMP,資訊系統
不能連SAP...常斷線,SAP-168(QCI),其它,,其他,SAP
IP phone 連不上  麥克風講話沒聲音,SAP-168(QCI),其它,,其他,SAP
background job no cost have no sucessful ...pls check!,SAP-168(QCI),其它,,其他,SAP
"User進168跑268 BOM,設定執行Background Job 出現異常, 煩請協助處理.",SAP-168(QCI),其它,,其他,SAP
無法key盤點票,SAP-168(QCI),其它,,其他,SAP
登入sap後，說密碼不對,SAP-168(QCI),其它,,其他,SAP
無法log in sap system,SAP-168(QCI),其它,,其他,SAP
SAP無法連至印表機列印，本機使用印表機沒問題!!!,SAP-168(QCI),其它,,其他,SAP
No SAP system,SAP-168(QCI),Basis,其它,安裝SAP,SAP
諮詢Share Point使用操作以及申請問題,R&D資訊系統,廣達入口網站【MyQuanta】,【DGS】標準設計資訊分享平台,資料上傳/下載問題詢問,資訊系統
嘗試編輯位於文件庫中的 excel 文件時，發生「「編輯文件」需要與 Windows SharePoint Services 相容的應用程式」錯誤,R&D資訊系統,廣達入口網站【MyQuanta】,【DGS】標準設計資訊分享平台,資料上傳/下載問題詢問,資訊系統
"http://myquanta/department/A7/DocLib/Forms/AllItems.aspx?RootFolder=/department/A7/DocLib/MRO(T_R Material)&FolderCTID=0x01200050E98750F85E754E9FF9F2FFB7BBBEBB    在上列網址,無法修改或下載檔案  開啟檔名 MRO-JAN 20100104 的檔案會一直顯示唯讀 無法編輯",R&D資訊系統,廣達入口網站【MyQuanta】,【DGS】標準設計資訊分享平台,資料上傳/下載問題詢問,資訊系統
myquanta search ERROR 搜尋要求無法連線到 Search Service。,R&D資訊系統,廣達入口網站【MyQuanta】,【DGS】標準設計資訊分享平台,系統無法登入,資訊系統
連線mybpm出現無法顯示網頁,R&D資訊系統,廣達入口網站【MyQuanta】,【DGS】標準設計資訊分享平台,系統無法登入,資訊系統
智權組在myquanta資訊共用資料夾又不見了。  EXT:13484,R&D資訊系統,廣達入口網站【MyQuanta】,【DGS】標準設計資訊分享平台,系統無法登入,資訊系統
"16316 , 從MyQuanta進入IntraSystem點選BPM ICON沒有反應 其他的都OK,",R&D資訊系統,廣達入口網站【MyQuanta】,【DGS】標準設計資訊分享平台,系統無法登入,資訊系統
myquanta 的內部系統無法開啟bpm或放行單,R&D資訊系統,廣達入口網站【MyQuanta】,【DGS】標準設計資訊分享平台,系統無法登入,資訊系統
SharePoint，excel無法匯入,R&D資訊系統,廣達入口網站【MyQuanta】,【DGS】標準設計資訊分享平台,資料上傳/下載問題詢問,資訊系統
Proe在Myquanta上的word檔無法進行預覽 #12268,R&D資訊系統,廣達入口網站【MyQuanta】,【DGS】標準設計資訊分享平台,資料上傳/下載問題詢問,資訊系統
無法進myquanta,R&D資訊系統,廣達入口網站【MyQuanta】,【DGS】標準設計資訊分享平台,系統無法登入,資訊系統
系統無法使用,R&D資訊系統,廣達入口網站【MyQuanta】,【DGS】標準設計資訊分享平台,系統無法登入,資訊系統
TDM系統無法使用,R&D資訊系統,廣達入口網站【MyQuanta】,【DGS】標準設計資訊分享平台,系統無法登入,資訊系統
outlook 無法發出郵件   會一直停在outbox    但可以正常收信,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件
使用者反映無法寄信給客戶，顯示客戶mail在阻擋名單中,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件
outlook無法打開,網管,Outlook與郵件,Outlook,Outlook點不開,Outlook與郵件
Outlook想設定索引  #15987,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件
信箱常會容易爆掉，似乎是伺服器上有資料夾佔住空間,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件
無法開啟HR_薪資信,網管,Outlook與郵件,Outlook,無法開啟薪資單,Outlook與郵件
"電腦硬碟備份後,出現憑證無法使用的訊息",網管,Outlook與郵件,Outlook,Outlook點不開,Outlook與郵件
"QCO雲端的outlook,在信件搜尋上有問題,需要MIS協助回答.  #13810",網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件
詢問如何在MAC電腦 設定outlook,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件
outlook一直跳出驗證訊息。,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件
Outlook無法搜尋收件夾,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件
信箱常常爆掉,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件
分機: 17995  mail server 異常,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件
Miffy.Tang@quantacn.com 此MAIL不再通訊錄裡面，因此她老板無法將他加入此mail loop 中 TopBomPDL@quantatw.com  分機：385-12879,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件
mail總是要半小時以上才收得進,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件
請幫忙建立新的 Class SubClass,R&D資訊系統,測試相關服務,【QDSM】測試設備預約管理系統,相關操作詢問,資訊系統
Daisy Yu (于溪臣) SIT-QSMC测试三部测试二课  device Import Excel 發生錯誤  請協助,R&D資訊系統,測試相關服務,【QDSM】測試設備預約管理系統,相關操作詢問,資訊系統
"第一次匯入資料 6百多筆, 因為一筆一筆上傳圖片需要大量人力 加上 系統緩慢!  希望可以請mis幫忙上傳  或是有批次上傳功能",R&D資訊系統,測試相關服務,【QDSM】測試設備預約管理系統,相關操作詢問,資訊系統
他們2個 如果開 下面畫面 就要2.5分鐘左右    leo lin  http://qcicore01/QDSM/Program/QDSM_Device_Maintain.aspx?SERNUM=710&DEVTYP=51&ATPATH=AUCD00.JPG&Dept=SIT3    Daisy Yu  http://qcicore01/QDSM/Program/QDSM_Device_Maintain.aspx?SERNUM=17525&DEVTYP=51&ATPATH=&Dept=QSMC-NB3-RD2,R&D資訊系統,測試相關服務,【QDSM】測試設備預約管理系統,相關操作詢問,資訊系統
新申請電腦給調任回台的處長，人事異動申請流程已簽核完成兩天，但填電腦申請單時所顯示成本單位代碼不是正確的,BPM平台系統,資訊類相關服務,資訊需求申請單,關卡流程詢問,資訊系統
1600010210無法結單,BPM平台系統,資訊類相關服務,資訊需求申請單,系統無法登入,資訊系統
"3/11申請的訪客無線網路(單號1500003362)在3/12訪客可以登入, 但今日3/19已無法登入, 請幫忙澄清是否需要再次申請! 感謝",BPM平台系統,資訊類相關服務,資訊需求申請單,系統無法登入,資訊系統
TEST,BPM平台系統,資訊類相關服務,資訊需求申請單,系統無法登入,資訊系統
dasd,BPM平台系統,資訊類相關服務,資訊需求申請單,系統無法登入,資訊系統
無法簽核資訊需求單,BPM平台系統,資訊類相關服務,資訊需求申請單,關卡流程詢問,資訊系統
資訊需求單送簽到Andy Fan(范礼双) 之後，找不到签核的地方 ，所以签不了  單號:APP0129048,BPM平台系統,資訊類相關服務,資訊需求申請單,相關操作詢問,資訊系統
需求內容:無線網路申請，由會議室申請單加入時出現錯誤。,BPM平台系統,資訊類相關服務,資訊需求申請單,系統無法登入,資訊系統
在資訊需求申請單裡面選擇i2後按下新增時跳出帳號權限錯誤  分機:387-13038,BPM平台系統,資訊類相關服務,資訊需求申請單,相關操作詢問,資訊系統
資訓需求單1500003880 要cancel，不能cancel，簽核流程也不能看。  傳回的錯誤訊息:從伺服器傳回的狀態碼為500。  ext:17742,BPM平台系統,資訊類相關服務,資訊需求申請單,系統無法登入,資訊系統
為客戶申請無線網路申請單，單不能 由訪客申請單導入,BPM平台系統,資訊類相關服務,資訊需求申請單,相關操作詢問,資訊系統
用自己的帳號登入電腦但是進入BPM後變成別人的帳號(01050140),BPM平台系統,資訊類相關服務,資訊需求申請單,相關操作詢問,資訊系統
BPM 無法登入,BPM平台系統,資訊類相關服務,資訊需求申請單,系統無法登入,資訊系統
QITS系統 NB3RD1 HK8 HK9 在create issue時 無法選擇Found Stage  已經有於subitem做過neo的設定了 謝謝,R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,資訊系統
請問如何在Nb3rd1 Issue Report格式增加Comment欄位 如Nb3rd2   謝謝,R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,資訊系統
Platform can''t be created. It will pop error mesaage.,R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,資訊系統
NB3RD1 BZ1 project  T-0024616  該issue無法被Open 可否幫忙查看原因 感謝,R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,資訊系統
Issue ID FF6F-0001 and FF6F-0002 沒有Issue Owner欄位可以assign  麻煩幫忙看一下原因 感謝,R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,資訊系統
1. 新增NB3RD1 客戶別：VIZIO ，Platform：AMD Hondo  2.Stage維護問題,R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,資訊系統
"home頁面無法顯示(show黃色error頁面), 無法create issue  設定project: 0Q7 有此問題  其他案子沒有問題",R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,資訊系統
"QITS(NB4) ZHN 的 Notice mail 系統一次會發出 3 封信, RD 那邊也一樣一次收到三封.  請幫忙查看. 謝謝.  User: 92052901 (Kuen Liu (劉堃洛))  發生時間：  11/28 21:14, 11/29 8:39",R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,資訊系統
您好  今天我們在QITS (NB4)建立一個叫做QWizard的project，並且開了一條issue做測試，但是卻無法在Search頁面使用Project Name、Issue No或KeyWord找到issue。另外我們建立一個叫做QWizard的HomePage設定檔，一樣也找不到。請您協助，謝謝。,R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,資訊系統
使用者舊工號：10007015 反應需要將舊工號刪除，請協助處理,R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,資訊系統
系統無法登入,R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,資訊系統
資料操作修正  分機：15160,R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,資訊系統
"http://citrixgw/Core/Menu.aspx?Menuset=GITS   QITS 系統,Project mantain.   在Issue Submit CC的部份, 找不到人員.",R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,資訊系統
"BY2E目前在QITS裡出現了兩個  其中838的是跟QSIT上一樣的編號  想要請你幫忙：  1,) 將1003那個BY2E的刪掉  2,) 如果可以的話是否可以幫忙把838裡的ISSUE清空",R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,資訊系統
Issue export的功能問題,R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,資訊系統
"QITS 無法顯示員工姓名及員工部門, 也無法正常使用.",R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,資訊系統
"系統顯示 Can''t find department information ,且QITS上所有issue都不能看到.",R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,資訊系統
"雖我是project leader.但確無法對issue做assign/reassign的動作.請幫忙再看一次狀況,謝謝",R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,資訊系統
登入系統後，操作異常無法使用，請協助處理,R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,資訊系統
"BPM 畫面出來很慢, 且左手邊的選項一直無法正常顯示, 無法key 訪客申請單",BPM平台系統,事務類相關服務,訪客申請單,系統無法登入,資訊系統
想把權限轉給同事，不知道該如何轉移,BPM平台系統,事務類相關服務,門禁申請單,相關操作詢問,資訊系統
無法填單，15230,BPM平台系統,事務類相關服務,訪客申請單,系統無法登入,資訊系統
