,1_sentence,2_y_predict,3_y_predict_name,4_answer,5_answer_name,6_y_predict_probability
12506,"印表機,qrdcprt01,wbuh4,已經,queue,住,列印,任務,卡住,一個多,禮拜,完全,動彈,請,儘速,reset",1,SAP,3,網路,[0.4947714 0.5052286]
1477,"s327,實驗,室內,使用,無線網路,訊號,不良,連不上,狀態",0,Outlook與郵件,3,網路,[0.82174313 0.17825681]
12769,"防毒,軟體,操作,問題",1,SAP,2,其他,[0.43242812 0.5675719 ]
235,"拿到,ip,網路,通,ping,gateway,不通",0,Outlook與郵件,3,網路,[0.8905749  0.10942509]
10353,"內部網路,存取",0,Outlook與郵件,3,網路,[0.9257149  0.07428508]
10285,"操作,流程,詢問",0,Outlook與郵件,1,SAP,[0.7745247  0.22547533]
1786,"lync,outlook,正常,使用",1,SAP,2,其他,[0.13723727 0.8627628 ]
5691,"網路,不通,pn18",0,Outlook與郵件,3,網路,[0.74096346 0.25903654]
3121,"qrdcprt02,連不上",0,Outlook與郵件,3,網路,[0.7700041  0.22999588]
12122,slvpn,0,Outlook與郵件,3,網路,[0.73194206 0.26805794]
3961,"有線網路,區域,連線,辨識",0,Outlook與郵件,3,網路,[0.7180124  0.28198755]
9517,"信箱,收信,重新,設定,pst,檔,後,正常,使用,舊,pst,已,刪除",1,SAP,0,Outlook與郵件,[0.23984106 0.76015896]
4389,"北棟,三樓,無線網路,斷",0,Outlook與郵件,3,網路,[0.55207884 0.44792116]
11785,"所屬,機器,固定資產,編號,軟體,需求,申請單,顯示",1,SAP,4,資訊系統,[0.35006785 0.64993215]
6759,"bu12,反應,突然,訪客,申請單,數據",0,Outlook與郵件,4,資訊系統,[0.65371823 0.34628177]
10046,"顯示,ip,衝突,連線,網路",0,Outlook與郵件,3,網路,[0.7042632 0.2957368]
6536,"登入,sap,時有,登入,介面,輸入,帳號,密碼,輸入,自已,密碼,沒有用",0,Outlook與郵件,1,SAP,[0.68575215 0.31424785]
5419,"網孔,號碼,pd06b054",0,Outlook與郵件,3,網路,[0.9020356 0.0979644]
13843,"有線網路,不通",0,Outlook與郵件,3,網路,[0.8457112  0.15428884]
13460,"帳號,登入,sap,系統,zv17,頁面",0,Outlook與郵件,1,SAP,[0.8949482  0.10505177]
12398,"試過,多台,電腦,插,網路,孔上,網路,不通,網孔,編號,pn01,a289",0,Outlook與郵件,3,網路,[0.8054807 0.1945193]
6535,"網路,不通,網孔,編號,ph17,c1612",0,Outlook與郵件,3,網路,[0.83787465 0.16212533]
119,"印表機,正常,列印",1,SAP,2,其他,[0.05029746 0.94970256]
7404,"送,申請單,時有,error,跳出,顯示,網域,帳號密碼,錯誤",0,Outlook與郵件,4,資訊系統,[0.80736226 0.19263771]
11645,"新,申請,一臺,電腦,卻,quanta,網域",0,Outlook與郵件,3,網路,[0.8532387  0.14676133]
10707,"logon,fail",0,Outlook與郵件,1,SAP,[0.8659389  0.13406111]
5091,"footprint,申請單",0,Outlook與郵件,4,資訊系統,[0.7910684 0.2089316]
13188,"myquanta,ok,bpm,不行",0,Outlook與郵件,3,網路,[0.75334 0.24666]
8972,"qco,裡,原本,連線,mail,server,qc100,之後,知道,未,換到,另一臺,原本,信件,不見了",1,SAP,0,Outlook與郵件,[0.30246222 0.6975378 ]
5988,"so,fail,va01va03,fail",0,Outlook與郵件,1,SAP,[0.79796404 0.202036  ]
820,"網路,孔,不通,pi19,a187",0,Outlook與郵件,3,網路,[0.78147304 0.21852696]
11177,"北棟,6,樓,網孔,a262",1,SAP,3,網路,[0.43493664 0.5650633 ]
10406,excel,0,Outlook與郵件,2,其他,[0.84010535 0.15989472]
4085,"換了,hdd,後,連線",0,Outlook與郵件,3,網路,[0.6246511 0.3753489]
13194,"網頁,出現,web,access,畫面,要求,輸入,帳號密碼",0,Outlook與郵件,3,網路,[0.80939204 0.19060792]
1887,"無線網路,連不上",0,Outlook與郵件,3,網路,[0.7971685  0.20283149]
7279,"改完,密碼,後,連線,網路",0,Outlook與郵件,3,網路,[0.6510016 0.3489984]
7481,"游標,卡紙,東西,填寫,固定資產,移轉,單時,顯示,無此,資產,編號,10,繼續,操作",0,Outlook與郵件,4,資訊系統,[0.65380114 0.34619886]
1825,"時常,出現,proxy,驗證,帳號密碼,訊息,視窗",0,Outlook與郵件,3,網路,[0.9411919  0.05880811]
7903,"can,not,logon,old,168,system,she,can,logon,to,new,168,but,old,168,doesn,t",0,Outlook與郵件,1,SAP,[0.71050966 0.28949034]
3333,"app24,抽單,抽單",0,Outlook與郵件,4,資訊系統,[0.5677834  0.43221655]
9826,"到,qcirdfs",0,Outlook與郵件,3,網路,[0.5667941  0.43320587]
12608,"logon,sap",0,Outlook與郵件,1,SAP,[0.8876552  0.11234481]
6521,"客人,申請,網路,連線",0,Outlook與郵件,3,網路,[0.52868104 0.47131896]
9951,"看到,畫面",0,Outlook與郵件,4,資訊系統,[0.8449227  0.15507731]
8136,"網孔,不通,孔號,pc02,d026",0,Outlook與郵件,3,網路,[0.7807958  0.21920417]
10300,"http,error,503,service,is,unavailable",0,Outlook與郵件,4,資訊系統,[0.8154352  0.18456487]
5368,"完,密碼,後,再,登入,新舊,密碼,皆,不行",1,SAP,2,其他,[0.48496008 0.5150399 ]
11906,"應用程式,network,connect,自動,開啟,連接,連入,iworkflow,系統,簽核",0,Outlook與郵件,3,網路,[0.87441224 0.12558779]
555,"新增,網域,設定,需灌,pro,e,cad,軟體",1,SAP,3,網路,[0.23022318 0.7697768 ]
979,"port,c324",0,Outlook與郵件,3,網路,[0.77704674 0.22295325]
6200,"nb,更改,密碼,後,destop,上網",0,Outlook與郵件,3,網路,[0.7507776  0.24922238]
10600,"想連到,部門,adsl,協助,設定,nb",0,Outlook與郵件,3,網路,[0.81830364 0.1816964 ]
12688,"電腦,接,有線網路,連線,斷斷續續,通",0,Outlook與郵件,3,網路,[0.893784   0.10621605]
6621,"出現,驗證,重,開機,後,無效",0,Outlook與郵件,3,網路,[0.62237453 0.3776255 ]
6668,"回來,後,網路,驗證",0,Outlook與郵件,3,網路,[0.8097647  0.19023532]
11080,"說,網路,正常,郵件,寄",1,SAP,0,Outlook與郵件,[0.39321342 0.60678655]
4977,"wireless,always,connect,to,guest,network",0,Outlook與郵件,3,網路,[0.6752806  0.32471943]
10372,"登錄,系統,可否,原因",0,Outlook與郵件,4,資訊系統,[0.93419576 0.06580427]
2034,"有線網路,抓不到,ip",0,Outlook與郵件,3,網路,[0.8920316 0.1079684]
5958,"網路,正常,outlook,正常,收信",1,SAP,3,網路,[0.01964629 0.98035365]
2356,"有線網路,正常,無線,不通",1,SAP,3,網路,[0.115437   0.88456297]
6615,"北棟,b,區,法務,無線網路,不通",0,Outlook與郵件,3,網路,[0.57995284 0.4200472 ]
10960,"桌上,重啟,需,幫忙,查,port,北棟,7,樓,a119",0,Outlook與郵件,3,網路,[0.54598963 0.4540103 ]
10015,"北棟,7,樓,pd11,a059",1,SAP,3,網路,[0.3036169  0.69638306]
5723,"任用,建議表,gwf039,單號,app56,按下,簽核,同意,按鈕,時,遇到,伺服器,錯誤,狀態,碼,500",0,Outlook與郵件,4,資訊系統,[0.6865671  0.31343287]
3950,"qrdc,prt05,裡面,印表機,代碼,bu,4a,1,連線,不通,列印",0,Outlook與郵件,2,其他,[0.5534461 0.4465539]
10088,"無線網路,不通,出現,叉叉,圖案",0,Outlook與郵件,3,網路,[0.7181386  0.28186142]
9269,"連線到,韓國,網站,需要,測試,三天,使用,帳號密碼,訪客,申請,外部,帳號密碼,斷線,需要,一個,帳號密碼,連結,外部,權限,做,測試",1,SAP,3,網路,[0.45460966 0.54539037]
6723,"is,not,able,to,connect,to,lan,network",0,Outlook與郵件,3,網路,[0.84183264 0.1581674 ]
2261,"新進人員,昨日,剛領,電腦,後,有時,出現,憑證,過期,myquanta,outlook,不通,今日,05,25,早上,1500,之前,正常,1500,之後,出現,憑證,過期,凡,排除",1,SAP,3,網路,[0.3580713  0.64192873]
7326,"p012,a324",0,Outlook與郵件,3,網路,[0.7752374 0.2247626]
8319,"wbu,網路,目前,很慢",0,Outlook與郵件,3,網路,[0.5973792  0.40262076]
3201,"申請,開放,268,權限",0,Outlook與郵件,1,SAP,[0.6206374  0.37936258]
7190,"工作,需要,連線至,廠商,ftp,下載,驅動,輸入,密碼,後,兩次,出現,網路,存取,錯誤,訊息",1,SAP,2,其他,[0.4250754  0.57492465]
1155,"網孔,反應,畫面,重新,插拔,不行,網孔,編號,pl06,c246",0,Outlook與郵件,3,網路,[0.8766016  0.12339845]
5635,"lync,丟,訊息,一些,群組",0,Outlook與郵件,2,其他,[0.85046065 0.14953935]
714,"電腦,密碼,過期,後,目前,內外部,網站,proxy,已,勾起,p3",0,Outlook與郵件,3,網路,[0.792714   0.20728604]
5626,"原來,帳唬,密碼,進不去",0,Outlook與郵件,1,SAP,[0.54469377 0.4553062 ]
13315,"有線網路,斷線",0,Outlook與郵件,3,網路,[0.79405856 0.20594147]
6725,"新增,驗人員",0,Outlook與郵件,4,資訊系統,[0.66036046 0.33963948]
3521,"不斷,出現,需要,輸入,帳號密碼,收,發信",1,SAP,0,Outlook與郵件,[0.4099311 0.5900689]
4400,"open,vpn,設定,中,要求,帳號,密碼",0,Outlook與郵件,3,網路,[0.6711694  0.32883066]
13819,"首頁,綁架",0,Outlook與郵件,3,網路,[0.7923708  0.20762916]
2717,"有線,無線網路,皆",0,Outlook與郵件,3,網路,[0.8801986  0.11980142]
8761,"客戶,法連上,廣達,網路",0,Outlook與郵件,3,網路,[0.5741471  0.42585295]
10190,"筆電,更新,完,密碼,後,因素,發生,故障,啟動,系統還原,還原,完成,後,區域網路,顯示,未,授權,字樣,之後,再,更新,密碼,同樣,情形,重新,登入,筆電,顯示,工作站,主要,網域,間,信任,關係,失敗",0,Outlook與郵件,3,網路,[0.6911804  0.30881956]
6446,"網路,孔,不通",0,Outlook與郵件,3,網路,[0.78147304 0.21852696]
14005,"無線網路,不通",0,Outlook與郵件,3,網路,[0.673025 0.326975]
1680,"印表機,安裝",0,Outlook與郵件,2,其他,[0.64395 0.35605]
9113,"network,can,t,work",0,Outlook與郵件,3,網路,[0.88090074 0.11909928]
4860,"流程,已,簽核,完畢,未,收到,結單,通知,訊息",0,Outlook與郵件,4,資訊系統,[0.91630447 0.08369552]
5532,"168,扣帳",0,Outlook與郵件,1,SAP,[0.7559612  0.24403876]
11902,"詢問,會議室,網路,孔,目前,一個,使用,可否,開通",0,Outlook與郵件,3,網路,[0.8362137  0.16378634]
5153,"無線網路,不通",0,Outlook與郵件,3,網路,[0.673025 0.326975]
3068,"價格,出不來",0,Outlook與郵件,1,SAP,[0.66722363 0.33277637]
8282,"ie,正常,運作",1,SAP,2,其他,[0.08021777 0.9197822 ]
12052,"msn,之前,使用,已,持續,幾週,連線",0,Outlook與郵件,3,網路,[0.82710946 0.17289048]
5271,sap26,0,Outlook與郵件,1,SAP,[0.74151146 0.2584885 ]
1650,"安裝,完,xp,sp3,之後,網路,不通,網孔,po",0,Outlook與郵件,3,網路,[0.8236616  0.17633839]
8960,"經由,myquanta,login,sap",0,Outlook與郵件,1,SAP,[0.9256102  0.07438983]
6902,"北棟,5,樓,b422,網路,出現,驗證,訊息,要求,輸入,密碼",0,Outlook與郵件,3,網路,[0.6651316  0.33486837]
13692,"顯示,網頁",0,Outlook與郵件,3,網路,[0.79974604 0.20025401]
1710,"更新,密碼,網頁",0,Outlook與郵件,3,網路,[0.59280825 0.40719178]
1845,"申請,訪客,網路,訪客,下午,會到",0,Outlook與郵件,3,網路,[0.65302646 0.3469736 ]
12160,"ocq,上面,lync,開",0,Outlook與郵件,2,其他,[0.7951611  0.20483892]
14154,"資訊,需求,申請單,出現,404,錯誤,資源",0,Outlook與郵件,4,資訊系統,[0.7260381  0.27396187]
581,"creit,memo,can,not,get,price",0,Outlook與郵件,1,SAP,[0.85966444 0.14033559]
4621,"網路,孔,port,po19,b331,連線",0,Outlook與郵件,3,網路,[0.75871474 0.24128525]
10120,"孔號,d350,驗證,失敗",0,Outlook與郵件,3,網路,[0.7842213  0.21577872]
3334,"sap,帳號,申請",0,Outlook與郵件,1,SAP,[0.82645637 0.17354369]
2344,"網路,孔,不通,pl03a243",0,Outlook與郵件,3,網路,[0.7141853  0.28581467]
8090,"安裝,office,轉換,時,訊息",0,Outlook與郵件,2,其他,[0.83413815 0.16586183]
1922,"臺北,財務,反應,168,登入",0,Outlook與郵件,1,SAP,[0.8318352  0.16816477]
5679,"outlook,ssl,vpn,帳號密碼,過期,出現,驗證,視窗,90",0,Outlook與郵件,2,其他,[0.93837774 0.06162227]
2720,"連線,內網,正常,連線,外網,以下,問題,一併",1,SAP,3,網路,[0.11120647 0.8887936 ]
13046,"伺服器,斷線,上傳,檔案",0,Outlook與郵件,4,資訊系統,[0.7478927 0.2521073]
2671,"can,not,sent,and,recieve,mail,please,help,me",1,SAP,0,Outlook與郵件,[0.13622764 0.86377233]
13079,"wireless,異常",0,Outlook與郵件,3,網路,[0.60244364 0.39755633]
1691,"port,shutdown,c489d26",0,Outlook與郵件,3,網路,[0.72843057 0.27156943]
1373,"防火牆,跳出,錯誤,訊息",0,Outlook與郵件,3,網路,[0.8063264  0.19367357]
2690,"退出,no,電腦,名稱,作業系統,說明,q1,windows,企業,版,6.1",0,Outlook與郵件,2,其他,[0.8609999  0.13900012]
9326,"取得,ip",0,Outlook與郵件,3,網路,[0.8466163  0.15338373]
3776,"申請,外訓,課程,填錯,砍單",0,Outlook與郵件,4,資訊系統,[0.52290225 0.47709775]
12894,"常駐,返台,上網,查閱,fqa,使用,指示,帳號密碼",0,Outlook與郵件,3,網路,[0.6749094  0.32509056]
9917,"公司,無線網路,訊號,總是,斷斷續續",0,Outlook與郵件,3,網路,[0.7667417  0.23325835]
11315,"網路,孔,編號,a231,不通",0,Outlook與郵件,3,網路,[0.59034806 0.40965194]
13663,"忘記,新密碼",0,Outlook與郵件,2,其他,[0.78367954 0.21632038]
9720,"帳號,登入,舊,168",0,Outlook與郵件,1,SAP,[0.5694256  0.43057442]
6068,"有線網路,不通,連線,5",0,Outlook與郵件,3,網路,[0.81972545 0.18027459]
9702,"姓名,範凱翔,網路,孔,編號,296,網路,不通",0,Outlook與郵件,3,網路,[0.73182696 0.26817304]
3635,"本機,lync",0,Outlook與郵件,2,其他,[0.62434375 0.37565622]
10390,"申請,mail,group,問題",1,SAP,0,Outlook與郵件,[0.03733433 0.9626657 ]
13836,"can,t,access,my,quanta",0,Outlook與郵件,3,網路,[0.8951668  0.10483325]
10946,"請將,報廢,機台,帳戶,移除,an,windows,企業,版,6.1",0,Outlook與郵件,2,其他,[0.71045923 0.28954077]
3062,桌上型電腦,0,Outlook與郵件,2,其他,[0.73463017 0.2653698 ]
7317,"無線網路,點",0,Outlook與郵件,3,網路,[0.7697638  0.23023622]
7073,"outlook,當掉,後僅,本機,pds,使用,皆,正常,使用,導致,正常,使用,outllok",1,SAP,0,Outlook與郵件,[0.19080152 0.8091985 ]
12088,"上網,時會,不斷,要求,輸入,帳號密碼",0,Outlook與郵件,3,網路,[0.54932356 0.45067644]
1763,"有線,出現,驗證,訊息,無線,不通",0,Outlook與郵件,3,網路,[0.92970663 0.07029343]
4414,"登記,加班,交通車,但排,完,加班,交通車,後,已,申報,記錄",0,Outlook與郵件,4,資訊系統,[0.80569786 0.1943021 ]
10840,"廠商,反映,工程師,收不到,發出,mail,後,網址,hosonic,com,tw",1,SAP,0,Outlook與郵件,[0.20096375 0.79903626]
2144,"網路,不斷,驗證,公司,網路",0,Outlook與郵件,3,網路,[0.8557766  0.14422344]
1901,"can,t,get,ip,pd10b058",0,Outlook與郵件,3,網路,[0.8959732  0.10402687]
6497,"網孔,號碼,pj15,d207,網路,不通",0,Outlook與郵件,3,網路,[0.87362486 0.12637515]
4004,"需要,協助,網路,設定",1,SAP,3,網路,[0.2580117 0.7419883]
4764,"port,shut,d190",0,Outlook與郵件,3,網路,[0.7606018  0.23939818]
4612,"欲,安裝,新,軟體,是否,合法",1,SAP,2,其他,[0.40639198 0.593608  ]
13555,"訪客,連線,問題,訪客,目前,s103,會議室,使用,行動,問題,使用,值班人員,代表",0,Outlook與郵件,3,網路,[0.7273048  0.27269515]
11264,"展運,公司,網路,到,公司,首頁,收到,郵件,號碼,2",0,Outlook與郵件,3,網路,[0.9305935  0.06940656]
12129,"網路,不通,po22,b334",0,Outlook與郵件,3,網路,[0.7752789  0.22472109]
12100,"帳號,nb6mc01,中,vmga,vpld,mv151,權限,遺失",0,Outlook與郵件,1,SAP,[0.95323175 0.04676821]
12077,"使用,218,裡,zvpf,qcicustomer,選項,權限",0,Outlook與郵件,1,SAP,[0.9585414  0.04145857]
11351,"按送,出時,出現,伺服器,999,錯誤,訊息,使用,ie,填寫,出現,類似,錯誤,訊息",0,Outlook與郵件,4,資訊系統,[0.83403385 0.16596615]
2524,"組織,變更,cost,center",0,Outlook與郵件,4,資訊系統,[0.8486273  0.15137267]
13917,"lan,network,in,office,doesn,t,work,claims,that,physical,netowrk,port,is,being,disbaled",0,Outlook與郵件,3,網路,[0.767876   0.23212402]
801,"1,新增,nb3rd1,客戶,vizio,platformamd,hondo,2,stage,維護,問題",0,Outlook與郵件,4,資訊系統,[0.74772775 0.25227228]
5098,"北棟,6f,網路,不通",0,Outlook與郵件,3,網路,[0.5880153  0.41198462]
145,"pc,重新安裝,windows,xp,上網,路",0,Outlook與郵件,3,網路,[0.5379566  0.46204343]
14067,"南棟,5,樓,部門,辦公室,sap,印表機,列印",0,Outlook與郵件,1,SAP,[0.68024725 0.31975278]
13322,"北棟,6,樓,nb3,b203,網孔,不通,開通",0,Outlook與郵件,3,網路,[0.5396546  0.46034536]
11509,"mro,系統,收料,時",0,Outlook與郵件,4,資訊系統,[0.74122536 0.25877464]
4163,account,0,Outlook與郵件,3,網路,[0.62608886 0.37391117]
8515,"268,logon,fail",0,Outlook與郵件,1,SAP,[0.91835076 0.08164921]
6634,"pdm,系統",0,Outlook與郵件,4,資訊系統,[0.76588273 0.23411724]
925,"測試,治具,電腦,特殊,規格,需求",0,Outlook與郵件,4,資訊系統,[0.91291195 0.08708806]
4152,"開機,登錄,時,顯示,工作站,網域,間,信任,關希,失敗",0,Outlook與郵件,3,網路,[0.84049845 0.15950161]
6371,"座位,區域網路,不通,網路,孔,c350",0,Outlook與郵件,3,網路,[0.7939639  0.20603614]
4284,"網路,不通,接上,無,反應,網孔,pl03,a243",0,Outlook與郵件,3,網路,[0.85375196 0.14624807]
10511,"有線網路,頻繁,瞬斷,網孔,pd07,b055ip10.243,32.70",0,Outlook與郵件,3,網路,[0.78021705 0.21978301]
4525,"早上,更改,密碼,後",0,Outlook與郵件,1,SAP,[0.83415735 0.16584271]
13514,"網路,連線,穩定,重新,網路線,拔,插,後,正常,一下子,斷線",1,SAP,3,網路,[0.25800997 0.74199   ]
7985,"網路,存取,受限制,網路",0,Outlook與郵件,3,網路,[0.94746226 0.05253774]
719,"logon,sap268,已,做,更新,更新,前,使用,更新,完,後",0,Outlook與郵件,1,SAP,[0.86051893 0.13948108]
5896,"代理人,問題",0,Outlook與郵件,4,資訊系統,[0.7479979  0.25200206]
1613,"qci,站台,出現,密碼,過期",0,Outlook與郵件,3,網路,[0.78958696 0.21041304]
1359,"asrs,system,請速",0,Outlook與郵件,1,SAP,[0.7452746  0.25472537]
8797,"printer,qac4,印到,一半,印",0,Outlook與郵件,1,SAP,[0.7378784 0.2621216]
13971,"連線,staff,顯示,已經,連線,驚嘆號,顯示,未經,授權,網頁,皆,有線網路,正常",1,SAP,3,網路,[0.49314633 0.50685364]
11641,"一個,座位,做,兩位,須,新增,網路,孔",0,Outlook與郵件,3,網路,[0.8607116  0.13928838]
8543,"新增,專案",0,Outlook與郵件,4,資訊系統,[0.7639445  0.23605548]
9995,"放行,單印",0,Outlook與郵件,4,資訊系統,[0.67678124 0.3232188 ]
13123,"人,生產,大樓",0,Outlook與郵件,3,網路,[0.53945225 0.46054772]
13947,"e0,e0,轉入,218",0,Outlook與郵件,1,SAP,[0.9532637  0.04673637]
3888,"sap,進不去",0,Outlook與郵件,1,SAP,[0.85474676 0.14525327]
9564,"網孔,不通,孔號,a104,北棟,7f",0,Outlook與郵件,3,網路,[0.5129404  0.48705956]
2125,"有線網路,不通",0,Outlook與郵件,3,網路,[0.8457112  0.15428884]
7377,"升級,ie,版本,version,11,是否,升級",0,Outlook與郵件,2,其他,[0.89469284 0.10530711]
13099,"正常,收發,郵件",1,SAP,0,Outlook與郵件,[0.4591694 0.5408306]
6143,"網路,不穩,實體,網路線,無線網路,斷斷續續",0,Outlook與郵件,3,網路,[0.6232935  0.37670645]
6357,"正常,發信",1,SAP,0,Outlook與郵件,[0.07530002 0.92469996]
7566,"無,登入,sap",0,Outlook與郵件,1,SAP,[0.76875055 0.23124945]
72,"網路,孔,不通,孔號,tr18",0,Outlook與郵件,3,網路,[0.7093706  0.29062942]
14218,"openvpn,連線",0,Outlook與郵件,3,網路,[0.7690915  0.23090847]
25,"process,串,簽列要,加人,系統,出現,原始,流程,取得,錯誤,請,關掉,視窗,切回,表單,重新,進入,流程,後,繼續,操作,訊息,掉後串,簽單,人員,全部,消失,更動",0,Outlook與郵件,4,資訊系統,[0.84454405 0.15545589]
1883,"插入,網路線,不通,連接,孔,號碼,b410",0,Outlook與郵件,3,網路,[0.7969995  0.20300049]
11142,"網孔,號碼,pf02,b098,有線網路,不通,ip,phone,有通,筆電,不通",0,Outlook與郵件,3,網路,[0.83364916 0.16635087]
8688,"請問,raw,material,去查,替代,料,pleaae,call",0,Outlook與郵件,1,SAP,[0.7368071 0.2631929]
6138,"需連到,客戶,某台,server,只能,透過,特定,ip,address,是否,能連",0,Outlook與郵件,3,網路,[0.8498156  0.15018438]
7117,"網路,對內,對外,皆,不通,上網",0,Outlook與郵件,3,網路,[0.52144754 0.4785525 ]
13115,"168,假,收假,初步,成功",0,Outlook與郵件,1,SAP,[0.70696247 0.29303753]
6870,"ad,認證",0,Outlook與郵件,3,網路,[0.65150386 0.34849614]
7335,"傳送,後,系統",0,Outlook與郵件,4,資訊系統,[0.91726094 0.08273912]
